split,uav_id,channel,history_length,shift_cycle,pre_shift_median,post_shift_median,candidate_shift_size,candidate_shift_score,persistence_ratio,permanent_shift_flag
train,UAV_0003,telemetry_01,222,41.0,93.80691011062946,77.37716743199744,-16.429742678632024,1.0100408107456753,0.47538540879147856,False
train,UAV_0003,telemetry_02,222,87.0,6.271970137897007,18.378060571263234,12.106090433366226,1.1815744961412906,0.5512509378494725,False
train,UAV_0003,telemetry_03,222,,,,0.0,0.0,0.0,False
train,UAV_0003,telemetry_04,222,66.0,-125.87243259961178,-125.9236368011666,-0.051204201554810425,1.2000000000007993,0.5555555555559256,False
train,UAV_0003,telemetry_05,222,150.0,-113.52756899451867,-113.52278572211584,0.004783272402832495,1.070491307490718,0.7176687632329587,False
train,UAV_0003,telemetry_06,222,148.0,-137.9741153345119,-136.7993756260583,1.1747397084536146,0.5013361838588793,1.8363539445629393,False
train,UAV_0003,telemetry_07,222,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0003,telemetry_08,222,,,,0.0,0.0,0.0,False
train,UAV_0003,telemetry_09,222,163.0,-146.8186750268248,-157.9813457821836,-11.162670755358818,0.8520794062531,0.3865231739678278,False
train,UAV_0003,telemetry_10,222,39.0,-61.46787718676161,-63.63769195613594,-2.1698147693743266,1.3505869798694443,0.35775422184334704,False
train,UAV_0003,telemetry_11,222,116.0,62.46697467093243,62.62268878791463,0.15571411698220317,0.3737179487179596,1.6243567753000818,False
train,UAV_0003,telemetry_12,222,204.0,633.332507440667,631.1351091135416,-2.19739832712537,0.5322580645161086,1.2727272727273433,False
train,UAV_0003,telemetry_13,222,194.0,7140.352305965294,7145.443685647434,5.091379682139632,0.6499019401164023,1.0337756161199438,False
train,UAV_0003,telemetry_14,222,,,,0.0,0.0,0.0,False
train,UAV_0003,telemetry_15,222,34.0,49985.43345897895,50017.72154807936,32.28808910040971,0.3556385869564606,1.4336198662847957,False
train,UAV_0003,telemetry_16,222,158.0,-694.5992033130013,-698.0678180856652,-3.468614772663841,0.6666666666666666,1.5000000000000329,False
train,UAV_0003,telemetry_17,222,,,,0.0,0.0,0.0,False
train,UAV_0003,telemetry_18,222,32.0,-103.32305780605788,-103.33124616830571,-0.008188362247835812,0.03116674469786468,0.5154241061176243,False
train,UAV_0003,telemetry_19,222,209.0,33506.0989521528,33507.00954592812,0.9105937753192848,0.4858525191598727,0.8806797373846181,False
train,UAV_0003,telemetry_20,222,,,,0.0,0.0,0.0,False
train,UAV_0003,telemetry_21,222,159.0,34961.20358057365,34961.93934937318,0.7357687995245215,0.35714285714058674,2.000000000009889,False
train,UAV_0003,telemetry_22,222,61.0,22946.45151944366,23060.228919400924,113.7773999572637,0.855187517109193,1.0467349551856513,False
train,UAV_0003,telemetry_23,222,190.0,-17397.454993141135,-17410.250556737097,-12.795563595962449,0.369577456890216,1.8872496177857883,False
train,UAV_0003,telemetry_24,222,108.0,-3648.671771403041,-3643.398435436655,5.273335966386185,0.25823351602816247,1.6584344272730782,False
train,UAV_0003,telemetry_25,222,211.0,-173.56725047113346,-174.2812632898415,-0.7140128187080279,0.5731707317073157,0.9574468085106324,False
train,UAV_0003,telemetry_26,222,202.0,-7458.7618004701735,-7450.365571682083,8.396228788090411,0.17727272727272203,1.0940170940170968,False
train,UAV_0003,telemetry_27,222,,,,0.0,0.0,0.0,False
train,UAV_0003,telemetry_28,222,197.0,-9839.485462566565,-9895.086412818953,-55.60095025238843,0.5937192040794274,1.1823962624368691,False
train,UAV_0004,telemetry_01,272,77.0,103.94608704637218,86.1641889678997,-17.78189807847248,1.0931664057731143,0.9511088441641249,False
train,UAV_0004,telemetry_02,272,154.0,3.9503500094937793,13.365197601469914,9.414847591976134,0.9189047331974209,0.8895853999217354,False
train,UAV_0004,telemetry_03,272,,,,0.0,0.0,0.0,False
train,UAV_0004,telemetry_04,272,48.0,-125.91296925917604,-125.85607570189288,0.05689355728316059,1.3333333333351096,0.33750000000027475,False
train,UAV_0004,telemetry_05,272,68.0,-113.5246304884337,-113.52941260965306,-0.004782121219363944,1.0702336738473404,0.2520026380929444,False
train,UAV_0004,telemetry_06,272,179.0,-136.80751614642602,-135.5570069791649,1.2505091672611286,0.5336718332442355,1.251877816725117,False
train,UAV_0004,telemetry_07,272,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0004,telemetry_08,272,,,,0.0,0.0,0.0,False
train,UAV_0004,telemetry_09,272,104.0,-149.41395122364548,-161.63895202658716,-12.225000802941679,0.9331701753017777,0.3134141262797951,False
train,UAV_0004,telemetry_10,272,262.0,-61.326312215575726,-63.160686133970245,-1.834373918394519,1.141794021021491,0.9485712109717943,False
train,UAV_0004,telemetry_11,272,210.0,62.74955706504421,62.89084826210009,0.14129119705588522,0.3391025641025559,1.7183364839319806,False
train,UAV_0004,telemetry_12,272,160.0,634.9972031430348,633.1993317844775,-1.797871358557245,0.43548387096775526,1.148148148148113,False
train,UAV_0004,telemetry_13,272,260.0,7143.907256578996,7149.1980942995315,5.290837720535819,0.6753622621152163,0.9657258251551768,False
train,UAV_0004,telemetry_14,272,,,,0.0,0.0,0.0,False
train,UAV_0004,telemetry_15,272,86.0,49954.31723939698,49929.677140838015,-24.640098558964382,0.2713994565217803,1.0212765957445804,False
train,UAV_0004,telemetry_16,272,239.0,-698.0678180856652,-701.5364328583291,-3.4686147726639547,0.6666666666666885,1.0,False
train,UAV_0004,telemetry_17,272,,,,0.0,0.0,0.0,False
train,UAV_0004,telemetry_18,272,123.0,-103.3200247001181,-103.33005124100234,-0.010026540884240376,0.03816326519071804,0.6570836690288361,False
train,UAV_0004,telemetry_19,272,230.0,33506.6356550783,33507.479655334275,0.8440002559727873,0.45032116587023163,1.0513031906182209,False
train,UAV_0004,telemetry_20,272,,,,0.0,0.0,0.0,False
train,UAV_0004,telemetry_21,272,210.0,34962.96942569252,34963.778771372,0.8093456794813392,0.39285714285676443,1.2727272727240038,False
train,UAV_0004,telemetry_22,272,233.0,23103.496381356505,23196.659822166584,93.16344081007992,0.7002463728442332,1.1055512118842676,False
train,UAV_0004,telemetry_23,272,214.0,-17362.90170132447,-17351.18631648219,11.715384842278581,0.3383783843539117,0.6845685927185103,False
train,UAV_0004,telemetry_24,272,30.0,-3636.8493987113607,-3641.8831390156674,-5.033740304306775,0.2465005957973542,0.12101124762712576,False
train,UAV_0004,telemetry_25,272,248.0,-173.9014692373372,-174.417989148743,-0.5165199114057941,0.41463414634145174,0.9411764705882256,False
train,UAV_0004,telemetry_26,272,146.0,-7462.062881874039,-7455.8195322623815,6.243349611657322,0.1318181818181853,1.4252873563218675,False
train,UAV_0004,telemetry_27,272,,,,0.0,0.0,0.0,False
train,UAV_0004,telemetry_28,272,56.0,-9782.237769305475,-9821.454728094337,-39.21695878886203,0.41876733136478494,1.466679259353956,False
train,UAV_0005,telemetry_01,213,85.0,96.10028404054358,79.98460920406005,-16.115674836483535,0.9907330623458557,0.6638142549695802,False
train,UAV_0005,telemetry_02,213,31.0,9.492523194951518,19.202087928936226,9.709564733984708,0.9476696148484952,0.3650780433496284,False
train,UAV_0005,telemetry_03,213,,,,0.0,0.0,0.0,False
train,UAV_0005,telemetry_04,213,167.0,-125.8653209049514,-125.93217083475909,-0.06684992980768811,1.5666666666681544,0.5957446808508241,False
train,UAV_0005,telemetry_05,213,186.0,-113.5223944932263,-113.52670705550568,-0.004312562279380927,0.965146879436736,0.9144689263656683,False
train,UAV_0005,telemetry_06,213,182.0,-135.68224575405333,-134.86130558465956,0.820940169393765,0.3503474078033033,1.3493516399695151,False
train,UAV_0005,telemetry_07,213,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0005,telemetry_08,213,,,,0.0,0.0,0.0,False
train,UAV_0005,telemetry_09,213,194.0,-161.46613496588225,-146.38729459711442,15.078840368767828,1.1510121215603266,1.0200406405235802,False
train,UAV_0005,telemetry_10,213,93.0,-62.758629309466016,-61.154403664393115,1.6042256450729013,0.9985397369347249,0.20391407018393226,False
train,UAV_0005,telemetry_11,213,197.0,62.86360496890596,63.042556012436094,0.1789510435301338,0.4294871794871586,1.0029850746269249,False
train,UAV_0005,telemetry_12,213,204.0,632.4668656754358,630.0031160359315,-2.4637496395042717,0.5967741935483809,1.0,False
train,UAV_0005,telemetry_13,213,96.0,7138.8227356187,7134.6148618605785,-4.207873758121423,0.5371246086323621,0.3748339130324271,False
train,UAV_0005,telemetry_14,213,,,,0.0,0.0,0.0,False
train,UAV_0005,telemetry_15,213,203.0,50165.222914046215,50224.30980871325,59.086894667037996,0.6508152173912323,1.0120041753653053,False
train,UAV_0005,telemetry_16,213,200.0,-699.8021254719972,-702.4035865514951,-2.6014610794978807,0.5,0.6666666666666666,False
train,UAV_0005,telemetry_17,213,,,,0.0,0.0,0.0,False
train,UAV_0005,telemetry_18,213,115.0,-103.32748898208604,-103.32036480044549,0.007124181640548954,0.027116234437587153,0.12367413617689954,False
train,UAV_0005,telemetry_19,213,14.0,33505.128568672975,33505.67733262501,0.5487639520360972,0.29279614658839503,1.0315876020123291,False
train,UAV_0005,telemetry_20,213,,,,0.0,0.0,0.0,False
train,UAV_0005,telemetry_21,213,96.0,34961.86577249323,34962.45438753285,0.5886150396254379,0.2857142857152948,1.1249999999938194,False
train,UAV_0005,telemetry_22,213,173.0,23107.866832059088,23201.904363009686,94.03753095059801,0.7068163153572461,1.1216111541440428,False
train,UAV_0005,telemetry_23,213,204.0,-17443.473012476417,-17467.371859217288,-23.898846740870795,0.6902763551491456,1.0,False
train,UAV_0005,telemetry_24,213,154.0,-3640.2568577600714,-3636.3217772253247,3.935080534746703,0.19269959069913076,1.734473390871072,False
train,UAV_0005,telemetry_25,213,39.0,-172.13922483371744,-172.57978593462238,-0.4405611009049437,0.35365853658535723,1.586206896551722,False
train,UAV_0005,telemetry_26,213,190.0,-7455.31719378788,-7446.633914442931,8.68327934494846,0.18333333333333332,0.8181818181817134,False
train,UAV_0005,telemetry_27,213,,,,0.0,0.0,0.0,False
train,UAV_0005,telemetry_28,213,200.0,-9888.882728645356,-9928.943823451144,-40.061094805787434,0.4277812018441335,1.1026616234463877,False
train,UAV_0006,telemetry_01,278,146.0,94.72027897128825,79.01849888328127,-15.701780088006984,0.9652883189014964,0.5192484585261142,False
train,UAV_0006,telemetry_02,278,146.0,16.754569666471895,6.570071336199122,-10.184498330272772,0.9940239212055643,0.5019347527918326,False
train,UAV_0006,telemetry_03,278,,,,0.0,0.0,0.0,False
train,UAV_0006,telemetry_04,278,107.0,-125.8781219553401,-125.930748495827,-0.052626540486897966,1.2333333333343768,0.31081081081066486,False
train,UAV_0006,telemetry_05,278,160.0,-113.5237428528906,-113.52856165017374,-0.004818797283135723,1.0784417381502254,0.2723852169477539,False
train,UAV_0006,telemetry_06,278,199.0,-136.95404551304551,-135.89890883461032,1.0551366784351899,0.45029396044895736,1.4338278931750408,False
train,UAV_0006,telemetry_07,278,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0006,telemetry_08,278,,,,0.0,0.0,0.0,False
train,UAV_0006,telemetry_09,278,213.0,-157.98093645129728,-145.36956697446308,12.611369476834199,0.962662829654867,0.47861073269731863,False
train,UAV_0006,telemetry_10,278,159.0,-61.85325939600896,-63.307985724136685,-1.4547263281277267,0.9054848670834379,0.48947618435466506,False
train,UAV_0006,telemetry_11,278,234.0,62.81499438693209,62.984864332730865,0.1698699457987729,0.40769230769233356,1.0283018867924247,False
train,UAV_0006,telemetry_12,278,216.0,634.93061531494,633.0661561282882,-1.8644591866518567,0.4516129032257958,1.428571428571411,False
train,UAV_0006,telemetry_13,278,111.0,7136.626935742501,7131.966944482214,-4.659991260286915,0.5948362821201373,0.5769030943121103,False
train,UAV_0006,telemetry_14,278,,,,0.0,0.0,0.0,False
train,UAV_0006,telemetry_15,278,215.0,50034.34359203841,50057.41091834893,23.067326310520002,0.25407608695656203,1.4759358288768503,False
train,UAV_0006,telemetry_16,278,220.0,-698.0678180856652,-699.8021254719972,-1.7343073863320342,0.3333333333333552,1.0,False
train,UAV_0006,telemetry_17,278,,,,0.0,0.0,0.0,False
train,UAV_0006,telemetry_18,278,47.0,-103.32196723319731,-103.32967136583932,-0.007704132642004424,0.029323658126544107,0.740901467739582,False
train,UAV_0006,telemetry_19,278,207.0,33505.35093924166,33506.147473106874,0.7965338652138598,0.4249952014822524,1.3420135741831005,False
train,UAV_0006,telemetry_20,278,,,,0.0,0.0,0.0,False
train,UAV_0006,telemetry_21,278,174.0,34961.79219561328,34962.3808106529,0.5886150396254379,0.2857142857152948,1.7499999999876388,False
train,UAV_0006,telemetry_22,278,168.0,23032.84076166473,23118.720117970508,85.87935630577704,0.6454968519025689,1.3638676844783315,False
train,UAV_0006,telemetry_23,278,50.0,-17385.016125397684,-17368.953444794206,16.06268060347793,0.46394241283333265,0.18493458864263357,False
train,UAV_0006,telemetry_24,278,262.0,-3633.014410424804,-3627.357022160126,5.657388264678048,0.2770404298980119,0.9904368724544087,False
train,UAV_0006,telemetry_25,278,203.0,-172.86842941452562,-173.47609989853245,-0.6076704840068317,0.4878048780487788,1.2499999999999882,False
train,UAV_0006,telemetry_26,278,241.0,-7454.384279478092,-7446.77743972136,7.60683975673237,0.16060606060607457,0.9716981132076149,False
train,UAV_0006,telemetry_27,278,,,,0.0,0.0,0.0,False
train,UAV_0006,telemetry_28,278,40.0,-9728.237418158547,-9778.79353532479,-50.556117166242984,0.5398493642471276,1.5154109753915903,False
train,UAV_0007,telemetry_01,424,234.0,94.92652740625391,77.82543805877371,-17.101089347480197,1.051312761679923,0.6097059417905777,False
train,UAV_0007,telemetry_02,424,270.0,15.455928700509384,2.0456967109134663,-13.410231989595918,1.3088608740748264,0.24044756947653442,False
train,UAV_0007,telemetry_03,424,,,,0.0,0.0,0.0,False
train,UAV_0007,telemetry_04,424,399.0,-125.92221446223452,-125.87385493854387,0.04835952369064955,1.1333333333339772,0.7647058823528202,False
train,UAV_0007,telemetry_05,424,378.0,-113.52857445288484,-113.52363579512425,0.004938657760590104,1.1052663863033645,0.7046632020412786,False
train,UAV_0007,telemetry_06,424,195.0,-137.38173592928953,-138.57087809685535,-1.1891421675658194,0.5074826296098288,1.6919431279620873,False
train,UAV_0007,telemetry_07,424,350.0,140.5912754437698,140.67722414279535,0.08594869902555047,2.8695647601215146,1.0,False
train,UAV_0007,telemetry_08,424,,,,0.0,0.0,0.0,False
train,UAV_0007,telemetry_09,424,27.0,-143.16786362329353,-157.09824988660955,-13.930386263316024,1.0633472505156862,0.6147377588728207,False
train,UAV_0007,telemetry_10,424,384.0,-61.59310316243698,-63.679167247857066,-2.086064085420084,1.2984569156352619,0.4721855356199329,False
train,UAV_0007,telemetry_11,424,81.0,62.294700905145945,62.478459588651525,0.18375868350558022,0.44102564102564357,0.09883720930234514,False
train,UAV_0007,telemetry_12,424,384.0,641.7225737806004,644.1863234201047,2.4637496395042717,0.5967741935483809,1.0810810810810536,False
train,UAV_0007,telemetry_13,424,190.0,7132.03833992213,7126.749165600808,-5.289174321322207,0.675149933347062,0.14907316822495625,False
train,UAV_0007,telemetry_14,424,,,,0.0,0.0,0.0,False
train,UAV_0007,telemetry_15,424,411.0,50243.24475303767,50293.32675561558,50.082002577910316,0.5516304347825848,1.2192118226600712,False
train,UAV_0007,telemetry_16,424,401.0,-698.0678180856652,-701.5364328583291,-3.4686147726639547,0.6666666666666885,1.0,False
train,UAV_0007,telemetry_17,424,,,,0.0,0.0,0.0,False
train,UAV_0007,telemetry_18,424,35.0,-103.05670534041909,-102.97935946245792,0.07734587796116443,0.29439577279143186,0.980925989820119,False
train,UAV_0007,telemetry_19,424,406.0,33508.78988067295,33510.14643842949,1.3565577565386775,0.7237991531065361,1.0620935818027673,False
train,UAV_0007,telemetry_20,424,,,,0.0,0.0,0.0,False
train,UAV_0007,telemetry_21,424,396.0,34964.8824245713,34966.206808410454,1.3243838391572353,0.6428571428594133,1.666666666661173,False
train,UAV_0007,telemetry_22,424,63.0,22985.130008161526,22889.999864535283,-95.13014362624381,0.7150287434984984,0.06967840735069744,False
train,UAV_0007,telemetry_23,424,414.0,-17472.205862694245,-17492.815068335112,-20.609205640867003,0.5952608302210711,1.0490215851812645,False
train,UAV_0007,telemetry_24,424,413.0,-3724.0381751699533,-3738.1315457104774,-14.09337054052412,0.6901476884017566,1.0214515390361916,False
train,UAV_0007,telemetry_25,424,369.0,-172.44306007572084,-173.12668937022852,-0.6836292945076821,0.5487804878048733,1.511111111111123,False
train,UAV_0007,telemetry_26,424,409.0,-7620.299501341902,-7648.7175064708235,-28.418005128921322,0.5999999999999808,1.2247474747475082,False
train,UAV_0007,telemetry_27,424,,,,0.0,0.0,0.0,False
train,UAV_0007,telemetry_28,424,407.0,-9837.564857102483,-9891.008315755706,-53.44345865322248,0.5706810331623785,1.057064401800436,False
train,UAV_0008,telemetry_01,267,56.0,91.01393187714652,77.05449682952693,-13.959435047619593,0.8581752842292993,0.41343228048181624,False
train,UAV_0008,telemetry_02,267,60.0,16.26205487251154,5.964588620548897,-10.297466251962645,1.0050497776441507,0.6295238786326651,False
train,UAV_0008,telemetry_03,267,,,,0.0,0.0,0.0,False
train,UAV_0008,telemetry_04,267,75.0,-125.91652510650621,-125.88096663320425,0.03555847330196116,0.8333333333341104,0.7599999999996643,False
train,UAV_0008,telemetry_05,267,159.0,-113.5289808408073,-113.52447752077846,0.004503320028831581,1.007838262119122,0.4813365750017057,False
train,UAV_0008,telemetry_06,267,11.0,-137.3867454802851,-136.27650374089905,1.1102417393860549,0.47381079636555684,1.009024252679076,False
train,UAV_0008,telemetry_07,267,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0008,telemetry_08,267,,,,0.0,0.0,0.0,False
train,UAV_0008,telemetry_09,267,247.0,-158.92617315069376,-146.24163537067182,12.684537780021941,0.9682479808882157,0.765622204435867,False
train,UAV_0008,telemetry_10,267,206.0,-62.89729266012969,-61.90982229828198,0.9874703618477128,0.6146444537766034,0.26178374003976296,False
train,UAV_0008,telemetry_11,267,216.0,62.784813091530744,62.98700106160884,0.20218797007809286,0.4852564102564258,0.9722589167767476,False
train,UAV_0008,telemetry_12,267,28.0,636.0626083925501,634.5310883463717,-1.531520046178457,0.3709677419355105,1.1739130434782867,False
train,UAV_0008,telemetry_13,267,257.0,7143.964492480496,7148.901160574123,4.936668093627304,0.6301533910373838,0.8554512605647997,False
train,UAV_0008,telemetry_14,267,,,,0.0,0.0,0.0,False
train,UAV_0008,telemetry_15,267,174.0,49951.69595231624,49991.446999928885,39.75104761264811,0.4378396739131203,1.3141970519782393,False
train,UAV_0008,telemetry_16,267,118.0,-696.3335106993333,-698.9349717788311,-2.6014610794978807,0.5,1.333333333333377,False
train,UAV_0008,telemetry_17,267,,,,0.0,0.0,0.0,False
train,UAV_0008,telemetry_18,267,222.0,-103.331276332065,-103.32314328434649,0.008133047718516195,0.03095620518322087,0.4644066992144406,False
train,UAV_0008,telemetry_19,267,241.0,33506.32622166631,33507.10093219546,0.7747105291491607,0.4133512356537041,0.8238548119542587,False
train,UAV_0008,telemetry_20,267,,,,0.0,0.0,0.0,False
train,UAV_0008,telemetry_21,267,254.0,34963.19015633238,34963.85234825196,0.6621919195822557,0.3214285714314725,1.0,False
train,UAV_0008,telemetry_22,267,253.0,23178.44961090582,23262.07090101526,83.62129010944045,0.6285245004106327,0.765679442508647,False
train,UAV_0008,telemetry_23,267,250.0,-17391.48119874988,-17406.339694304243,-14.85849555436289,0.42916163551629555,1.156297726067447,False
train,UAV_0008,telemetry_24,267,237.0,-3634.5831227489957,-3631.0410419773953,3.5420807716004674,0.17345452243828266,1.3250883634172927,False
train,UAV_0008,telemetry_25,267,258.0,-173.795126902636,-174.50913972134404,-0.7140128187080279,0.5731707317073157,1.0,False
train,UAV_0008,telemetry_26,267,93.0,-7461.488780760323,-7468.019180928837,-6.530400168514461,0.13787878787877741,0.6153846153847761,False
train,UAV_0008,telemetry_27,267,,,,0.0,0.0,0.0,False
train,UAV_0008,telemetry_28,267,13.0,-9813.488253562853,-9779.04319162136,34.445061941492895,0.3678119648592021,0.30071123393721993,False
train,UAV_0009,telemetry_01,406,266.0,78.10904418279472,93.02696115668307,14.917916973888353,0.9170992662313219,0.7102470469821571,False
train,UAV_0009,telemetry_02,406,190.0,1.7451598524958767,11.435745201148087,9.69058534865221,0.9458171953754414,0.9480294568275588,False
train,UAV_0009,telemetry_03,406,,,,0.0,0.0,0.0,False
train,UAV_0009,telemetry_04,406,248.0,-125.91510276757415,-125.86247622708724,0.05262654048691218,1.2333333333347098,0.43243243243268786,False
train,UAV_0009,telemetry_05,406,94.0,-113.5276988891521,-113.52231206889836,0.00538682025374726,1.2055646785319252,0.3401258777393011,False
train,UAV_0009,telemetry_06,406,395.0,-142.30988172115,-143.3049037876387,-0.9950220664887013,0.42463923035808293,1.0,False
