split,uav_id,flight_cycle,channel,value,RUL,previous_value,cycle_to_cycle_change,robust_jump_z
train,UAV_0006,246,telemetry_04,-125.4761799710731,32.0,-125.8980347003892,0.42185472931610946,9.0931247228182
train,UAV_0006,247,telemetry_04,-125.90799107291376,31.0,-125.4761799710731,-0.4318111018406654,-9.307735419015437
train,UAV_0007,41,telemetry_04,-125.4144275370531,383.0,-125.83402944844568,0.41960191139257574,9.044564986650961
train,UAV_0007,42,telemetry_04,-125.93217083475908,382.0,-125.4144275370531,-0.5177432977059766,-11.160013277736311
train,UAV_0007,50,telemetry_04,-126.37456691687169,374.0,-125.84825283776644,-0.5263140791052479,-11.344757406033578
train,UAV_0007,51,telemetry_04,-125.858209210291,373.0,-126.37456691687169,0.5163577065806919,11.13014670983634
train,UAV_0007,66,telemetry_04,-126.37582841693416,358.0,-125.87669961640802,-0.49912880052613673,-10.758775759827637
train,UAV_0007,67,telemetry_04,-125.88665598893256,357.0,-126.37582841693416,0.489172428001595,10.544165063630706
train,UAV_0007,69,telemetry_04,-126.32151576596355,355.0,-125.90087937825336,-0.4206363877101893,-9.066863236558248
train,UAV_0007,70,telemetry_04,-125.90941341184585,354.0,-126.32151576596355,0.4121023541177067,8.8829112112462
train,UAV_0007,84,telemetry_04,-126.31673373395556,340.0,-125.8852336500005,-0.4315000839550578,-9.301031394553172
train,UAV_0007,85,telemetry_04,-125.84256348203814,339.0,-126.31673373395556,0.474170251917414,10.220791521112194
train,UAV_0007,87,telemetry_04,-125.42258253728218,337.0,-125.88096663320424,0.45838409592205664,9.880519206061091
train,UAV_0007,88,telemetry_04,-125.858209210291,336.0,-125.42258253728218,-0.4356266730088123,-9.389980471896546
train,UAV_0007,174,telemetry_04,-126.23665288090636,250.0,-125.93928252941949,-0.29737035148687596,-6.409850375085484
train,UAV_0007,175,telemetry_04,-125.84967517669854,249.0,-126.23665288090636,0.3869777042078226,8.341346640859399
train,UAV_0007,190,telemetry_04,-126.28420702475928,234.0,-125.9165251065062,-0.3676819182530835,-7.92542386906615
train,UAV_0007,191,telemetry_04,-125.87243259961178,233.0,-126.28420702475928,0.41177442514749885,8.875842666510055
train,UAV_0007,196,telemetry_04,-126.26794758311684,228.0,-125.87954429427218,-0.3884032888446569,-8.372075273264878
train,UAV_0007,197,telemetry_04,-125.83545178737776,227.0,-126.26794758311684,0.43249579573907226,9.322494070708782
train,UAV_0007,278,telemetry_04,-126.42337580524328,146.0,-125.91510276757414,-0.5082730376691416,-10.955880789256057
train,UAV_0007,279,telemetry_04,-125.82122839805696,145.0,-126.42337580524328,0.6021474071863224,12.979353067685842
train,UAV_0007,370,telemetry_04,-125.56995817068638,54.0,-125.90941341184585,0.33945524115947023,7.316994764243645
train,UAV_0007,371,telemetry_04,-125.90799107291376,53.0,-125.56995817068638,-0.3380329022273827,-7.28633609335815
train,UAV_0007,378,telemetry_04,-126.40295291124714,46.0,-125.90656873398169,-0.4963841772654547,-10.699615105952809
train,UAV_0007,379,telemetry_04,-125.8909230057288,45.0,-126.40295291124714,0.5120299055183466,11.036860485691719
train,UAV_0008,24,telemetry_04,-126.32925048820069,243.0,-125.89945703932128,-0.4297934488794084,-9.264244689271063
train,UAV_0008,25,telemetry_04,-125.88096663320424,242.0,-126.32925048820069,0.44828385499644696,9.66280741078035
train,UAV_0008,114,telemetry_04,-126.36458482378382,153.0,-125.85394219349476,-0.5106426302890554,-11.006957616746119
train,UAV_0008,115,telemetry_04,-125.90230171718544,152.0,-126.36458482378382,0.46228310659837746,9.964562806645732
train,UAV_0008,134,telemetry_04,-126.30097383709531,133.0,-125.85536453242683,-0.4456093046684799,-9.605157186616488
train,UAV_0008,135,telemetry_04,-125.90799107291376,132.0,-126.30097383709531,0.39298276418155353,8.470786363859924
train,UAV_0008,185,telemetry_04,-125.4973385388932,82.0,-125.89376768359296,0.3964291446997521,8.545073471995643
train,UAV_0008,186,telemetry_04,-125.8980347003892,81.0,-125.4973385388932,-0.4006961614960005,-8.63704948465182
train,UAV_0008,211,telemetry_04,-125.49916259309384,56.0,-125.96203995233272,0.46287735923887396,9.97737198715595
train,UAV_0008,212,telemetry_04,-125.90514639504958,55.0,-125.49916259309384,-0.4059838019557418,-8.751025151744125
train,UAV_0008,214,telemetry_04,-126.23371093488956,53.0,-125.85678687135892,-0.37692406353063745,-8.124639319018424
train,UAV_0008,215,telemetry_04,-125.82407307592112,52.0,-126.23371093488956,0.40963785896843774,8.829788749380208
train,UAV_0008,266,telemetry_04,-125.87669961640802,1.0,-125.58027318871628,-0.2964264276917419,-6.3895039946812515
train,UAV_0009,10,telemetry_04,-125.40756237691444,396.0,-125.87101026067972,0.46344788376528356,9.989669705577832
train,UAV_0009,11,telemetry_04,-125.89519002252504,395.0,-125.40756237691444,-0.48762764561060123,-10.510867110627567
train,UAV_0009,49,telemetry_04,-126.32100634377107,357.0,-125.858209210291,-0.46279713348008045,-9.975642712170993
train,UAV_0009,50,telemetry_04,-125.93501551262324,356.0,-126.32100634377107,0.3859908311478364,8.320074484364692
train,UAV_0009,97,telemetry_04,-126.28043516466916,309.0,-125.89234534466088,-0.3880898200082754,-8.365318418291237
train,UAV_0009,98,telemetry_04,-125.84825283776644,308.0,-126.28043516466916,0.4321823269027192,9.315737215735751
train,UAV_0009,222,telemetry_04,-126.2142674011764,184.0,-125.87527727747594,-0.3389901237004551,-7.3069691066613744
train,UAV_0009,223,telemetry_04,-125.86958792174764,183.0,-126.2142674011764,0.34467947942876265,7.429603790202434
train,UAV_0009,258,telemetry_04,-126.40476436151502,148.0,-125.88665598893256,-0.5181083725824607,-11.167882506535568
train,UAV_0009,259,telemetry_04,-125.91510276757414,147.0,-126.40476436151502,0.4896615939408804,10.55470908882935
train,UAV_0009,377,telemetry_04,-125.47938096204211,29.0,-125.89661236145712,0.41723139941500165,8.993468342306212
train,UAV_0009,378,telemetry_04,-125.87527727747594,28.0,-125.47938096204211,-0.39589631543383064,-8.533588279026853
train,UAV_0010,65,telemetry_04,-125.5090535478501,416.0,-125.85394219349476,0.3448886456446587,7.434112390810103
train,UAV_0010,66,telemetry_04,-125.88238897213634,415.0,-125.5090535478501,-0.373335424286239,-8.047285808516323
train,UAV_0010,110,telemetry_04,-125.47345504370524,371.0,-125.90514639504958,0.431691351344341,9.305154184000099
train,UAV_0010,111,telemetry_04,-125.930748495827,370.0,-125.47345504370524,-0.4572934521217604,-9.857010259935633
train,UAV_0010,156,telemetry_04,-126.26396793166748,325.0,-125.90087937825336,-0.3630885534141157,-7.826413388738351
train,UAV_0010,157,telemetry_04,-125.8838113110684,324.0,-126.26396793166748,0.38015662059908095,8.19431743936245
train,UAV_0010,189,telemetry_04,-125.465450910441,292.0,-125.92790381796284,0.4624529075218362,9.96822288407941
train,UAV_0010,190,telemetry_04,-125.9165251065062,291.0,-125.465450910441,-0.4510741960651927,-9.722953516996677
train,UAV_0010,300,telemetry_04,-125.55710485207258,181.0,-125.88950066679674,0.33239581472415125,7.164828057112067
train,UAV_0010,301,telemetry_04,-125.90799107291376,180.0,-125.55710485207258,-0.3508862208411756,-7.563390778621048
train,UAV_0010,365,telemetry_04,-125.42326047390246,116.0,-125.8852336500005,0.46197317609804145,9.957882220891651
train,UAV_0010,366,telemetry_04,-125.8909230057288,115.0,-125.42326047390246,-0.46766253182633477,-10.080516904432406
train,UAV_0010,382,telemetry_04,-126.18723340356884,99.0,-125.85678687135892,-0.33044653220991904,-7.1228110598138334
train,UAV_0010,383,telemetry_04,-125.86389856601932,98.0,-126.18723340356884,0.32333483754952397,6.969517705387279
train,UAV_0010,425,telemetry_04,-125.87385493854389,56.0,-126.17116591740944,0.29731097886555347,6.408570591754191
train,UAV_0010,464,telemetry_04,-126.30914096090488,17.0,-125.86389856601932,-0.44524239488556816,-9.597248406208958
train,UAV_0010,465,telemetry_04,-125.93643785155533,16.0,-126.30914096090488,0.3727031093495583,8.033656191058531
train,UAV_0011,42,telemetry_04,-125.52875371885406,155.0,-125.91225808970998,0.38350437085591693,8.266478561452052
train,UAV_0011,43,telemetry_04,-125.94070486835156,154.0,-125.52875371885406,-0.4119511494974972,-8.879651979158272
train,UAV_0011,175,telemetry_04,-125.51988009720424,22.0,-125.89519002252504,0.3753099253208063,8.0898463937722
train,UAV_0011,176,telemetry_04,-125.90230171718544,21.0,-125.51988009720424,-0.3824216199812014,-8.243139748198756
train,UAV_0012,53,telemetry_04,-126.21443132496115,117.0,-125.90087937825336,-0.31355194670778985,-6.758646425793431
train,UAV_0012,54,telemetry_04,-125.92221446223454,116.0,-126.21443132496115,0.29221686272661884,6.2987663625140735
train,UAV_0012,150,telemetry_04,-126.25298843954052,20.0,-125.87527727747594,-0.3777111620645712,-8.141605313804853
train,UAV_0012,151,telemetry_04,-125.89661236145712,19.0,-126.25298843954052,0.3563760780834002,7.681725250525495
train,UAV_0013,4,telemetry_04,-126.35144222774558,181.0,-125.90087937825336,-0.4505628494922149,-9.711931385818461
train,UAV_0013,5,telemetry_04,-125.84967517669854,180.0,-126.35144222774558,0.5017670510470396,10.815643537689226
train,UAV_0013,71,telemetry_04,-125.48506167593028,114.0,-125.92790381796284,0.44284214203256056,9.545510694048943
train,UAV_0013,72,telemetry_04,-125.91225808970998,113.0,-125.48506167593028,-0.4271964137796971,-9.208265314310646
train,UAV_0013,73,telemetry_04,-126.37551610601824,112.0,-125.91225808970998,-0.46325801630825936,-9.98557709182351
train,UAV_0013,74,telemetry_04,-125.91368042864208,111.0,-126.37551610601824,0.4618356773761576,9.954918420937709
train,UAV_0013,86,telemetry_04,-125.42509988239988,99.0,-125.90514639504958,0.4800465126497073,10.347454962409074
train,UAV_0013,87,telemetry_04,-125.86816558281556,98.0,-125.42509988239988,-0.44306570041568705,-9.550329519391726
train,UAV_0014,51,telemetry_04,-125.5276363501472,156.0,-125.94497188514778,0.41733553500057496,8.995712996216426
train,UAV_0014,52,telemetry_04,-125.9236368011666,155.0,-125.5276363501472,-0.39600045101938974,-8.535832932936762
train,UAV_0014,183,telemetry_04,-126.28060174476605,24.0,-125.90230171718544,-0.37830002758060743,-8.15429837425949
train,UAV_0014,184,telemetry_04,-125.8980347003892,23.0,-126.28060174476605,0.38256704437684164,8.246274386915362
train,UAV_0015,6,telemetry_04,-126.260030427855,196.0,-125.88950066679674,-0.37052976105826474,-7.9868094314858835
train,UAV_0015,7,telemetry_04,-125.88665598893256,195.0,-126.260030427855,0.3733744389224398,8.048126773256874
train,UAV_0015,52,telemetry_04,-125.90799107291376,150.0,-125.58867068162608,-0.3193203912876754,-6.88298587816036
train,UAV_0015,134,telemetry_04,-125.43145249100242,68.0,-125.90230171718544,0.47084922618302016,10.149206449019987
train,UAV_0015,135,telemetry_04,-125.87527727747594,67.0,-125.43145249100242,-0.4438247864735274,-9.566691702199263
train,UAV_0015,155,telemetry_04,-126.25380181186142,47.0,-125.8852336500005,-0.3685681618609209,-7.944526946739193
train,UAV_0015,156,telemetry_04,-125.88238897213634,46.0,-126.25380181186142,0.37141283972508177,8.005844288509875
train,UAV_0016,12,telemetry_04,-125.35896897583092,332.0,-125.84967517669854,0.4907062008676206,10.577225705121807
train,UAV_0016,13,telemetry_04,-125.90372405611753,331.0,-125.35896897583092,-0.5447550802866061,-11.742255198763253
train,UAV_0016,36,telemetry_04,-125.4432118134912,308.0,-125.91510276757414,0.47189095408293724,10.171661007575112
train,UAV_0016,37,telemetry_04,-125.858209210291,307.0,-125.4432118134912,-0.41499739679979086,-8.945314172162982
train,UAV_0016,52,telemetry_04,-126.3044049162146,292.0,-125.89519002252504,-0.4092148936895512,-8.820671686640218
train,UAV_0016,53,telemetry_04,-125.9179474454383,291.0,-126.3044049162146,0.38645747077629267,8.330132952475365
train,UAV_0016,74,telemetry_04,-126.23747998789813,270.0,-125.8510975156306,-0.38638247226752753,-8.328516351435162
train,UAV_0016,75,telemetry_04,-125.85963154922308,269.0,-126.23747998789813,0.3778484386750449,8.144564326123113
train,UAV_0016,94,telemetry_04,-125.42059084724588,250.0,-125.8126943644645,0.39210351721862935,8.451834099631453
train,UAV_0016,95,telemetry_04,-125.86105388815515,249.0,-125.42059084724588,-0.4404630409092789,-9.494228909731227
train,UAV_0016,151,telemetry_04,-126.24866984672276,193.0,-125.91510276757414,-0.33356707914862227,-7.190074789588863
train,UAV_0016,152,telemetry_04,-125.8980347003892,192.0,-126.24866984672276,0.3506351463335591,7.557978840212349
train,UAV_0016,184,telemetry_04,-126.36997918068364,160.0,-125.83971880417398,-0.5302603765096592,-11.429820277202095
train,UAV_0016,185,telemetry_04,-125.9108357507779,159.0,-126.36997918068364,0.45914342990573687,9.896886732937162
train,UAV_0016,212,telemetry_04,-125.46183630857476,132.0,-125.90230171718544,0.4404654086106774,9.494279945793235
train,UAV_0016,213,telemetry_04,-125.90514639504958,131.0,-125.46183630857476,-0.44331008647482406,-9.55559728756361
train,UAV_0016,259,telemetry_04,-125.93501551262324,85.0,-125.61578376867982,-0.31923174394341913,-6.881075074981797
train,UAV_0016,268,telemetry_04,-126.37338991446606,76.0,-125.90087937825336,-0.47251053621269534,-10.185016167990295
train,UAV_0016,269,telemetry_04,-125.87385493854389,75.0,-126.37338991446606,0.4995349759221739,10.767530914810711
train,UAV_0017,50,telemetry_04,-125.52491653179564,262.0,-125.90087937825336,0.3759628464577247,8.103920180124646
train,UAV_0017,51,telemetry_04,-125.88807832786463,261.0,-125.52491653179564,-0.3631617960689937,-7.827992142156418
train,UAV_0017,57,telemetry_04,-126.26864644551006,255.0,-125.92648147903076,-0.3421649664793023,-7.37540318919542
train,UAV_0017,58,telemetry_04,-125.87527727747594,254.0,-126.26864644551006,0.3933691680341127,8.479115341065878
train,UAV_0017,77,telemetry_04,-126.32165812405032,235.0,-125.88950066679674,-0.4321574572535809,-9.315201147734824
train,UAV_0017,78,telemetry_04,-125.87954429427218,234.0,-126.32165812405032,0.44211382977813685,9.52981184393206
train,UAV_0017,86,telemetry_04,-125.41572566888316,226.0,-125.8909230057288,0.47519733684563903,10.24293044881467
train,UAV_0017,87,telemetry_04,-125.90514639504958,225.0,-125.41572566888316,-0.4894207261664292,-10.549517157667779
train,UAV_0017,199,telemetry_04,-125.56836983807509,113.0,-125.87101026067972,0.3026404226046395,6.523447333094309
train,UAV_0017,200,telemetry_04,-125.8852336500005,112.0,-125.56836983807509,-0.31686381192541546,-6.830034041947111
train,UAV_0017,271,telemetry_04,-126.36029078388104,41.0,-125.84683049883438,-0.5134602850466621,-11.06769247250629
train,UAV_0017,272,telemetry_04,-125.8980347003892,40.0,-126.36029078388104,0.46225608349183744,9.963980320635525
train,UAV_0017,304,telemetry_04,-126.2344780560632,8.0,-125.94070486835156,-0.2937731877116363,-6.33231311739091
train,UAV_0017,305,telemetry_04,-125.8852336500005,7.0,-126.2344780560632,0.34924440606269513,7.528001281917546
train,UAV_0018,66,telemetry_04,-125.57713552165504,381.0,-125.91510276757414,0.33796724591910277,7.284920864468819
train,UAV_0018,67,telemetry_04,-125.89945703932128,380.0,-125.57713552165504,-0.3223215176662393,-6.947675484730521
train,UAV_0018,211,telemetry_04,-125.55293359082168,236.0,-125.88665598893256,0.3337223981108792,7.193422706768577
train,UAV_0018,212,telemetry_04,-125.92079212330243,235.0,-125.55293359082168,-0.36785853248075284,-7.929230808015549
train,UAV_0018,222,telemetry_04,-125.60059098743037,225.0,-125.93359317369116,0.33300218626079925,7.177898461751233
train,UAV_0018,329,telemetry_04,-125.45839400388456,118.0,-125.83687412630984,0.3784801224252732,8.158180338288048
train,UAV_0018,330,telemetry_04,-125.88950066679674,117.0,-125.45839400388456,-0.43110666291217115,-9.292551161044
train,UAV_0018,332,telemetry_04,-125.54892490497036,115.0,-125.89519002252504,0.3462651175546796,7.463782393029983
train,UAV_0018,333,telemetry_04,-125.85963154922308,114.0,-125.54892490497036,-0.31070664425271843,-6.697315620897516
train,UAV_0019,151,telemetry_04,-125.46256342192332,78.0,-125.84967517669854,0.3871117547752192,8.344236115467108
train,UAV_0019,152,telemetry_04,-125.89519002252504,77.0,-125.46256342192332,-0.4326266006017221,-9.325313583796508
train,UAV_0019,153,telemetry_04,-125.52036493572126,76.0,-125.89519002252504,0.37482508680378146,8.079395646632587
train,UAV_0019,154,telemetry_04,-125.87954429427218,75.0,-125.52036493572126,-0.359179358550918,-7.7421502668942885
train,UAV_0019,218,telemetry_04,-125.4573047979738,11.0,-125.93359317369116,0.4762883757173597,10.266447910747791
train,UAV_0019,219,telemetry_04,-125.8838113110684,10.0,-125.4573047979738,-0.4265065130945942,-9.19339442976191
train,UAV_0020,2,telemetry_04,-126.33879851745114,336.0,-125.8980347003892,-0.440763817061935,-9.500712172522155
train,UAV_0020,3,telemetry_04,-125.89519002252504,335.0,-126.33879851745114,0.4436084949260959,9.562029514292837
train,UAV_0020,48,telemetry_04,-126.36297218083918,290.0,-125.90514639504958,-0.4578257857895949,-9.868484770233577
train,UAV_0020,49,telemetry_04,-125.90230171718544,289.0,-126.36297218083918,0.46067046365374154,9.929802112003953
train,UAV_0020,63,telemetry_04,-126.39737972929603,275.0,-125.84256348203814,-0.5548162472578895,-11.959124750694777
train,UAV_0020,64,telemetry_04,-125.91936978437036,274.0,-126.39737972929603,0.47800994492567384,10.303556522889089
train,UAV_0020,76,telemetry_04,-126.2851162268885,262.0,-125.86105388815515,-0.42406233873335,-9.140709984699177
train,UAV_0020,77,telemetry_04,-125.86674324388348,261.0,-126.2851162268885,0.41837298300502823,9.018075301157811
train,UAV_0020,91,telemetry_04,-126.40890796074612,247.0,-125.8852336500005,-0.5236743107456192,-11.287856910992629
train,UAV_0020,92,telemetry_04,-125.86247622708724,246.0,-126.40890796074612,0.5464317336588778,11.778395645157481
train,UAV_0020,101,telemetry_04,-126.3205838617568,237.0,-125.8980347003892,-0.42254916136759846,-9.108093281463848
train,UAV_0020,102,telemetry_04,-125.86816558281556,236.0,-126.3205838617568,0.4524182789412379,9.751925370054948
train,UAV_0020,115,telemetry_04,-126.24343227339529,223.0,-125.91936978437036,-0.32406248902492507,-6.985202312340226
train,UAV_0020,116,telemetry_04,-125.88096663320424,222.0,-126.24343227339529,0.3624656401910471,7.812986426243375
train,UAV_0020,157,telemetry_04,-125.52942299076048,181.0,-125.8852336500005,0.35581065924002075,7.669537585658453
train,UAV_0020,158,telemetry_04,-125.89661236145712,180.0,-125.52942299076048,-0.3671893706966358,-7.914806952740573
train,UAV_0020,247,telemetry_04,-126.34841563536844,91.0,-125.86247622708724,-0.4859394082811974,-10.474476970773326
train,UAV_0020,248,telemetry_04,-125.90656873398169,90.0,-126.34841563536844,0.44184690138675364,9.52405817332881
train,UAV_0020,306,telemetry_04,-125.51058543006204,32.0,-125.87954429427218,0.3689588642101427,7.952948578509758
train,UAV_0020,307,telemetry_04,-125.90941341184585,31.0,-125.51058543006204,-0.3988279817838105,-8.596780667101472
train,UAV_0021,10,telemetry_04,-126.38788753561658,210.0,-125.86389856601932,-0.5239889695972693,-11.294639416875237
train,UAV_0021,11,telemetry_04,-125.89519002252504,209.0,-126.38788753561658,0.4926975130915423,10.62014865739864
train,UAV_0022,18,telemetry_04,-125.46229645674912,174.0,-125.9506612408761,0.48836478412698625,10.52675621178414
train,UAV_0022,19,telemetry_04,-125.8838113110684,173.0,-125.46229645674912,-0.4215148543192839,-9.08579868017477
train,UAV_0022,32,telemetry_04,-125.39624556730652,160.0,-125.90656873398169,0.510323166675164,11.000071543689106
train,UAV_0022,34,telemetry_04,-125.88665598893256,158.0,-125.56833746920488,-0.31831851972768277,-6.861390427361393
train,UAV_0022,36,telemetry_04,-126.33235058338032,156.0,-125.94497188514778,-0.38737869823253845,-8.349990110818256
train,UAV_0022,37,telemetry_04,-125.8781219553401,155.0,-126.33235058338032,0.45422862804021236,9.790947642427012
train,UAV_0022,75,telemetry_04,-125.59193831638734,117.0,-125.91225808970998,0.3203197733226375,6.904527666975638
train,UAV_0022,78,telemetry_04,-125.44805322493326,114.0,-125.930748495827,0.48269527089374265,10.404549235389377
train,UAV_0022,79,telemetry_04,-125.88950066679674,113.0,-125.44805322493326,-0.44144744186347395,-9.515447779715851
train,UAV_0022,140,telemetry_04,-126.29140123627973,52.0,-125.8852336500005,-0.4061675862792242,-8.754986642891168
train,UAV_0022,141,telemetry_04,-125.86816558281556,51.0,-126.29140123627973,0.42323565346416103,9.122890693514655
train,UAV_0022,170,telemetry_04,-126.3505426522826,22.0,-125.87954429427218,-0.47099835801041934,-10.152421001832707
train,UAV_0022,171,telemetry_04,-125.88096663320424,21.0,-126.3505426522826,0.4695760190783602,10.121762330947826
train,UAV_0022,189,telemetry_04,-126.43615811173056,3.0,-125.90799107291376,-0.5281670388168038,-11.384698154809467
train,UAV_0022,190,telemetry_04,-125.90656873398169,2.0,-126.43615811173056,0.5295893777488772,11.415356825694655
train,UAV_0023,31,telemetry_04,-126.32881686305171,165.0,-125.90656873398169,-0.4222481290700273,-9.101604497441327
train,UAV_0023,32,telemetry_04,-125.93359317369116,164.0,-126.32881686305171,0.39522368936054875,8.519089750620909
train,UAV_0023,109,telemetry_04,-126.34807065997256,87.0,-125.83971880417398,-0.5083518557985798,-10.95757972263666
train,UAV_0023,110,telemetry_04,-125.858209210291,86.0,-126.34807065997256,0.48986144968156964,10.559017001127986
train,UAV_0023,144,telemetry_04,-125.52032661462928,52.0,-125.96630696912896,0.44598035449968165,9.613155206216666
