uav_id,telemetry_01,telemetry_02,telemetry_03,telemetry_04,telemetry_05,telemetry_06,telemetry_07,telemetry_08,telemetry_09,telemetry_10,telemetry_11,telemetry_12,telemetry_13,telemetry_14,telemetry_15,telemetry_16,telemetry_17,telemetry_18,telemetry_19,telemetry_20,telemetry_21,telemetry_22,telemetry_23,telemetry_24,telemetry_25,telemetry_26,telemetry_27,telemetry_28
UAV_0011,86.60085443694483,10.016346699516195,30377.82504938608,-125.89095551359318,-113.52619235061714,-138.80579298059538,140.60741809282536,-4680.605940223165,-153.12918763291978,-62.31028576924432,62.26356944073548,638.9096605551985,7131.1265154696075,-648.8153498138018,50021.66263637705,-694.2294524996718,40.41581228213973,-102.96082559631705,33504.19780174753,-164.8973841769026,34960.79199822996,22995.099590419883,-17374.647580648918,-3653.5577640643396,-171.57751521372938,-7490.4087600863895,969.0302044744708,-9720.305920716984
UAV_0012,85.12839768064606,12.011687667425498,30377.82504938608,-125.9019085198794,-113.525638003131,-136.7367488716273,140.5912754437698,-4680.605940223165,-152.26734102203758,-62.556308838002714,62.709011727115346,635.2126343515764,7137.2540548813695,-648.8153498138018,49990.14959887688,-696.8436011070779,40.41581228213973,-103.32705354922777,33505.54045478152,-164.8973841769026,34962.19557003749,23088.617996043122,-17373.33849124493,-3636.719446468571,-172.71097126852268,-7464.391368449961,969.0302044744708,-9803.093475250158
UAV_0013,86.8156083861605,11.517753849739927,30377.82504938608,-125.89485653966358,-113.52594346472452,-136.33083029054657,140.5912754437698,-4680.605940223165,-154.1501620956622,-62.49622607698189,62.83089880741256,634.621791766263,7138.694611545862,-648.8153498138018,50081.896990245725,-697.9834463749788,40.41581228213973,-103.32745564547346,33505.48196858321,-164.8973841769026,34962.15093261715,23109.315774273997,-17404.536992631012,-3636.4014799429992,-172.88468870585444,-7462.062106061721,969.0302044744707,-9820.624993636979
UAV_0014,86.29584837543428,10.920103129953828,30377.82504938608,-125.89432119614004,-113.52598024828764,-137.39009425622234,140.5912754437698,-4680.605940223165,-152.8314151793108,-62.40766301555,62.57527785651003,636.0564964662998,7135.312130931025,-648.8153498138018,49968.19076813281,-695.788921423432,40.41581228213974,-103.32311669468015,33505.11850926395,-164.8973841769026,34961.77584519551,23053.62679411253,-17361.452086887926,-3640.037431014137,-172.30714150852512,-7469.329975802605,969.0302044744708,-9770.268252395057
UAV_0015,85.70409890327761,10.56193554727606,30377.82504938608,-125.8948879033811,-113.52536950912132,-136.05083214846513,140.5912754437698,-4680.605940223165,-151.84483686683186,-62.47543773875161,62.81528628381957,633.9482800291863,7140.402242457438,-648.8153498138018,50012.6459912776,-698.3940739306187,40.41581228213973,-103.32813332832295,33505.97522464653,-164.89738417690256,34962.66200546143,23122.627560529352,-17382.737913418852,-3636.7141654961943,-173.1506051145248,-7458.331935156068,969.0302044744709,-9840.517259671351
UAV_0016,85.54565422954843,11.710407228997624,30377.82504938608,-125.89463733662103,-113.5252253485329,-139.98392826247903,140.61626053069585,-4680.605940223165,-152.93476039353789,-62.556859336721615,62.2446615847203,640.8747403879992,7132.793965388242,-648.8153498138018,50067.37449867478,-695.2999844952692,40.41581228213973,-103.27834626912781,33505.712423191,-164.8973841769026,34962.356855389655,23031.673614170904,-17393.303067898883,-3672.0715214006113,-172.01318620280497,-7530.960439440317,969.0302044744708,-9746.905007820653
UAV_0017,87.40719090345591,11.796877395426653,30377.82504938608,-125.89640603459841,-113.52603412969643,-138.87707485926774,140.60615118013962,-4680.605940223165,-152.7356718115194,-62.268649238081565,62.28886218872914,638.7717939368906,7131.152534907539,-648.8153498138018,50014.83121335783,-694.1322744012966,40.41581228213973,-103.05114343957487,33503.606085527405,-164.8973841769026,34960.213122574285,22986.917410436046,-17372.3122402915,-3656.570265024598,-171.64042864476184,-7491.375159891632,969.0302044744708,-9722.444320971921
UAV_0018,86.33198522575451,11.509614527579926,30377.82504938608,-125.88959004612835,-113.52599869754474,-138.6840861044201,140.6041581346752,-4680.605940223165,-152.13859702547884,-62.3846387062405,62.29459845232863,638.7179283831277,7130.742527989638,-648.815349813802,50016.2452932839,-693.8659055590489,40.415812282139726,-102.93742898333889,33503.68832182382,-164.8973841769026,34960.30814829861,22992.107900388793,-17373.038532193274,-3656.060311032933,-171.62392841993045,-7487.059719571954,969.0302044744708,-9720.307968906167
UAV_0019,86.46484072066002,11.327885328575048,30377.82504938608,-125.89173320683673,-113.52598588057703,-140.38963496216877,140.62542973028215,-4680.605940223165,-153.72610570495166,-62.35010214612451,62.113259037039484,641.7522329878741,7134.534333268589,-648.8153498138018,50097.40086466598,-696.2426299629316,40.41581228213973,-103.31065490306013,33506.42584289092,-164.8973841769026,34963.06838498957,23056.913229581147,-17405.776688930437,-3683.0498356783783,-172.3265677864287,-7551.402040338533,969.0302044744708,-9765.560203639889
UAV_0020,86.81276578716658,11.753878816687658,30377.82504938608,-125.90353119614069,-113.52588581159354,-139.89033158022153,140.6126354754803,-4680.605940223165,-152.89792065835562,-62.74055400501982,62.12731577099513,640.7079959264946,7132.849073484981,-648.8153498138018,50065.97950710287,-695.1123120071824,40.41581228213973,-103.20237483401715,33505.4887462676,-164.8973841769026,34962.15920928073,23029.218114903862,-17392.148239105947,-3675.556023298724,-172.0011505935644,-7527.325269721064,969.0302044744708,-9740.79175360633
UAV_0021,86.46489160065802,11.011545162534972,30377.82504938608,-125.89804374848703,-113.52571416943748,-139.55847691959616,140.6115905908122,-4680.605940223165,-154.87886624483278,-62.22777598671066,62.17545285630225,640.133546064704,7132.957161903185,-648.8153498138018,50060.67785507105,-695.0721962365465,40.41581228213973,-103.05839807316774,33505.18265437675,-164.8973841769026,34961.779486879466,23021.120669697306,-17389.806800222526,-3665.702762406261,-172.0055373272359,-7517.670446226058,969.0302044744708,-9744.094292390277
UAV_0022,87.31830476546348,11.258692998514086,30377.82504938608,-125.89398902884783,-113.52588490465722,-137.25435765866345,140.5912754437698,-4680.605940223165,-152.03703526767936,-62.628670666973164,62.683018462922355,636.0598338997128,7135.879921352575,-648.8153498138018,50067.31302303812,-696.3515764012742,40.41581228213973,-103.3236430015444,33504.7418033953,-164.8973841769026,34961.37525996021,23060.44592441845,-17396.663655906206,-3643.6917182985194,-172.26139192060631,-7469.87529169102,969.0302044744708,-9777.704904497647
UAV_0023,86.63325000353065,12.273325869810115,30377.82504938608,-125.89847533676361,-113.52634678899862,-136.96644159586612,140.5912754437698,-4680.605940223165,-153.3056519184957,-62.513400140847345,62.65716710425501,635.8383840734557,7136.223235912168,-648.8153498138018,49949.3358499026,-696.2361771215288,40.41581228213973,-103.32748780820664,33505.51287648852,-164.8973841769026,34962.10527274532,23061.273962545114,-17355.9212797987,-3639.738648474889,-172.53157534265142,-7466.895875943583,969.0302044744707,-9785.16709006295
UAV_0024,86.294193081155,11.693102702253007,30377.82504938608,-125.89345432834288,-113.52586339972184,-138.54672019633082,140.60449832054297,-4680.605940223165,-153.19909688811208,-62.39000796082164,62.35183860462853,638.3263249614217,7131.39753736895,-648.8153498138018,49996.17268299656,-693.5986413593483,40.41581228213973,-103.02886694020069,33502.27428164371,-164.8973841769026,34958.76243672258,22981.99726202026,-17367.160594990513,-3650.1525725317933,-171.71213335184058,-7482.87782422724,969.0302044744708,-9728.792163712133
UAV_0025,86.32712910421476,11.556714798017088,30377.82504938608,-125.89462366845969,-113.5256063979812,-137.71068887409825,140.5912754437698,-4680.605940223165,-152.62691835521306,-62.2250686896142,62.60878198883172,636.8330261134593,7133.963485937269,-648.8153498138018,50176.52632577304,-695.5607105168226,40.41581228213973,-103.32212349721163,33504.19829713333,-164.8973841769026,34960.835314946526,23040.55585262002,-17431.375228044326,-3642.2471793224295,-172.02414526796383,-7473.670581723763,969.0302044744708,-9756.745786238018
UAV_0026,85.56509546497712,11.54305585851259,30377.82504938608,-125.89221335591382,-113.52536756905994,-137.37839365169634,140.5912754437698,-4680.605940223165,-153.5258573658491,-62.27850161680401,62.57148824819394,636.3396466403021,7135.274147073271,-648.8153498138018,50005.357905862955,-695.7482711697892,40.41581228213974,-103.32533893581818,33504.98284722653,-164.8973841769026,34961.62929700663,23053.958611595943,-17373.56279894268,-3647.7455360442423,-172.27313740334114,-7469.960316021663,969.0302044744708,-9772.451385255368
UAV_0027,85.89843418490402,11.5623840298439,30377.82504938608,-125.90182128124033,-113.52551092202687,-138.40257283825218,140.60389915893919,-4680.605940223165,-152.16556782318892,-62.51769339873687,62.33476646613749,638.0315272345255,7130.702381177139,-648.8153498138018,49992.842642557676,-693.3364107473284,40.41581228213973,-102.94923526756877,33503.02930175759,-164.8973841769026,34959.50717363523,22981.15699531971,-17364.9460408784,-3647.7191136464035,-171.5821619072068,-7476.671512635626,969.0302044744709,-9718.542658402008
UAV_0028,85.56639476219424,11.363024883710109,30377.82504938608,-125.89602332658627,-113.5262835262366,-136.9173380281257,140.5912754437698,-4680.605940223165,-151.5472462493123,-62.33813589819186,62.6450612880891,635.6158040660346,7136.584933376285,-648.8153498138018,50029.31750535113,-696.4982699010347,40.41581228213973,-103.32532049065031,33505.222224661,-164.8973841769026,34961.83854904765,23078.50687264758,-17383.79067303876,-3642.941471469058,-172.54028735316194,-7466.471260800982,969.0302044744708,-9793.203587221262
UAV_0029,87.24733417385812,12.251738353157023,30377.82504938608,-125.8986464545358,-113.5257755018424,-136.82598746169995,140.5912754437698,-4680.605940223165,-152.50481692986818,-62.510346053412796,62.730769103312035,635.3355170857759,7137.439328761343,-648.8153498138018,50039.13962776762,-696.8701349578844,40.41581228213973,-103.3264512755214,33505.227006311965,-164.8973841769026,34961.93473019686,23089.858484664855,-17387.648861222904,-3643.378243816817,-172.63435365409427,-7465.623338556858,969.0302044744708,-9800.708241836015
UAV_0030,85.88908592377905,11.824741123941656,30377.825049386076,-125.89286538176336,-113.52534621247345,-137.4999659287026,140.5912754437698,-4680.605940223165,-153.55297602485848,-62.47702152345044,62.59499031245639,636.4578590785801,7134.711993196696,-648.8153498138018,50148.584743442414,-695.8004896218827,40.415812282139726,-103.326142134574,33504.48939091208,-164.8973841769026,34961.103678021056,23049.159784012914,-17423.495770735954,-3640.564262197148,-172.1839638762326,-7472.334814874257,969.0302044744708,-9759.580041436615
UAV_0031,86.18649249107501,11.34973680424288,30377.82504938608,-125.8997438002023,-113.52617346266337,-136.31382215835623,140.5912754437698,-4680.605940223165,-152.80243674837206,-62.23529318067113,62.79912047356893,634.4968847625416,7139.763946591082,-648.8153498138018,49919.91139300028,-697.6982115934961,40.41581228213973,-103.3269111141674,33506.15864536075,-164.8973841769026,34962.85202433216,23099.43241945547,-17351.010996350084,-3639.0624186553023,-173.04325920131774,-7459.738242938173,969.0302044744708,-9825.096706493323
UAV_0032,86.79231855129044,11.5661128543446,30377.82504938608,-125.8969647658068,-113.52528413081603,-137.059252710342,140.5912754437698,-4680.605940223165,-153.710522813651,-62.78592306541873,62.69947271787092,635.7649009071531,7136.415727532191,-648.8153498138018,50102.85488262805,-696.8106746363136,40.41581228213973,-103.3274064816052,33504.930019620995,-164.8973841769026,34961.56095399056,23074.702279690595,-17408.218184057867,-3645.3368753973227,-172.48260688499747,-7467.743900963596,969.0302044744708,-9786.527261844283
UAV_0033,87.25825894858659,11.689954896833513,30377.825049386083,-125.89756768539708,-113.52684953146536,-139.57708219681626,140.61099527514796,-4680.605940223165,-152.9185281542685,-62.587098172889014,62.26799672118818,640.1071703665625,7131.484905610267,-648.8153498138018,50042.690992970296,-694.6742815548338,40.41581228213973,-103.24048199763968,33505.06765390846,-164.8973841769026,34961.651412146006,23004.796090338154,-17381.926879942992,-3668.326864040328,-171.79474669570575,-7514.225311420445,969.0302044744708,-9727.851251580732
UAV_0034,87.20805347865745,11.01196397965865,30377.825049386076,-125.89495144477185,-113.52584030743871,-139.36275277497467,140.60719186951528,-4680.605940223165,-152.44654446168246,-62.417090972862084,62.21488887400351,639.7832576891623,7132.10914189699,-648.8153498138018,50038.361823909174,-694.5803110756775,40.41581228213973,-103.11031058155037,33504.77288229392,-164.8973841769026,34961.44082192949,23006.92909896619,-17382.33899762168,-3658.7890032373484,-171.7979231980378,-7508.462822050043,969.0302044744707,-9732.997034322116
UAV_0035,211.44082477235906,11.523399555748412,30377.825049386083,-125.88864206304102,-113.52597393209338,-137.68043040739852,140.5912754437698,-4680.605940223172,-151.52496009176235,-62.559632618577766,62.61616622298319,636.8279360271451,7134.188966848132,-648.8153498138007,50041.49322430778,-695.4475874457091,40.41581228213973,-101.61480807062283,33504.61296450963,-164.8973841769026,34961.18319563721,23039.68590912878,-17385.530234276528,-3645.3761745124534,-172.1252826104913,-7573.287320218489,969.0302044744708,-9757.071636982128
UAV_0036,85.87543604515092,11.711186608374414,30377.82504938608,-125.8954397055956,-113.52556931988177,-137.46386782709294,140.5912754437698,-4680.605940223165,-152.91800675719608,-62.446483413418704,62.563314530568974,636.5784585422962,7134.7027411788695,-648.8153498138018,50010.28447882225,-695.5894714193946,40.41581228213973,-103.3239416305994,33504.861473165656,-164.8973841769026,34961.52332207666,23046.03574585383,-17374.58175264614,-3643.933647921964,-172.21790315718684,-7470.6407321564375,969.0302044744708,-9768.298078448468
UAV_0037,86.38762936722972,10.969100280179871,30377.82504938608,-125.8963489534535,-113.5257022699707,-139.09022860781948,140.60666132199043,-4680.605940223165,-152.25963244187528,-62.44099209674688,62.31142633301856,639.340209264323,7130.747972152027,-648.8153498138018,50028.02946922206,-694.1816848681436,40.41581228213973,-103.07003941425624,33504.39446918766,-164.8973841769026,34961.0523392093,23000.14916092062,-17376.596667478094,-3654.3507315962056,-171.68403462856787,-7498.059819066664,969.0302044744708,-9721.189093386956
UAV_0038,87.15366790997022,11.224116784745291,30377.825049386076,-125.8915860557176,-113.52553297516747,-139.9255130246413,140.61564895543378,-4680.605940223165,-152.83164594797316,-62.283117057103006,62.11880338515181,640.9314706289081,7132.802935457449,-648.8153498138018,50065.827727711665,-695.0823934305863,40.41581228213973,-103.28664026876274,33505.60836825595,-164.8973841769026,34962.2966182032,23034.19755830076,-17392.214979197273,-3675.2124185727025,-172.03205110905057,-7530.5701392757655,969.0302044744708,-9744.938459113802
UAV_0039,86.45116541031095,11.507693563929886,30377.825049386083,-125.89749443209566,-113.52578587116172,-139.74208676762814,140.61067358764709,-4680.605940223165,-152.88045167030975,-62.58632064349005,62.236946378106985,640.3459629178368,7131.8130132788765,-648.8153498138018,50043.871884913926,-694.6293128162363,40.41581228213973,-103.25903514081152,33505.12877448662,-164.8973841769026,34961.803947476044,23015.67915506907,-17383.080702495365,-3665.2076453538716,-171.82842670075146,-7516.612454710245,969.0302044744708,-9731.159728840259
UAV_0040,87.28615018527873,10.893317981327892,30377.825049386076,-125.8975638290373,-113.52602602056866,-136.4452829749721,140.5912754437698,-4680.605940223165,-152.61590143467188,-62.497650973496434,62.69060033102335,634.7457278348047,7138.636545775108,-648.8153498138018,49977.91144769143,-697.5788910033482,40.41581228213973,-103.32820694478019,33505.811818617985,-164.8973841769026,34962.5326608094,23095.07783943578,-17369.74917188303,-3639.0617280144766,-172.95149926260527,-7461.49870538064,969.0302044744709,-9817.44082945634
UAV_0041,87.03107175203915,11.2780632923485,30377.82504938608,-125.89134886597675,-113.52500530552749,-139.92629278095995,140.61429221401733,-4680.605940223165,-153.92431012031437,-62.49115655873609,62.16567811427168,640.6801921191043,7133.575006701611,-648.8153498138018,50071.120746336084,-695.3164422998912,40.41581228213973,-103.14975551693556,33505.45665198812,-164.8973841769026,34962.14586346336,23033.434352822303,-17394.566352753507,-3670.651616005406,-172.09061119499688,-7528.264038180961,969.0302044744708,-9748.408888662396
UAV_0042,87.20853566626167,10.229889425211214,30377.82504938608,-125.89355137436198,-113.52551256739497,-138.39043043612492,140.60463534517274,-4680.605940223165,-151.51248288532446,-62.54478738305056,62.27993148093854,638.0716287189516,7131.4094359970895,-648.8153498138018,49995.116961627784,-693.5568216714754,40.41581228213973,-102.97040413683324,33502.23462841581,-164.8973841769026,34958.73780202683,22979.676002712215,-17366.61145872156,-3645.71082916795,-171.71952288802774,-7479.7670596126745,969.0302044744708,-9729.690955573647
UAV_0043,86.54406717524624,10.771306877515,30377.82504938608,-125.89542886330622,-113.52616327718033,-139.72591903352048,140.61296343324352,-4680.605940223165,-152.48293315693567,-62.362702603136846,62.22342012809495,640.3356385200358,7132.08078080474,-648.8153498138018,50046.22435837207,-694.4965496047761,40.41581228213973,-103.2577402930917,33505.170071644134,-164.8973841769026,34961.83207840801,23020.70561303167,-17384.121447098634,-3667.7562005379696,-171.84684257124124,-7518.336863237848,969.0302044744709,-9733.601869271315
UAV_0044,87.56465689362328,11.68323449553172,30377.82504938608,-125.89571921975352,-113.52513326670984,-136.18215023944,140.5912754437698,-4680.605940223165,-152.19010555553626,-62.73521154771477,62.79087072058406,634.1056661113222,7140.034388930049,-648.8153498138018,49967.60493765894,-697.894387347032,40.41581228213973,-103.32806352330036,33506.073472543874,-164.8973841769026,34962.74460744822,23112.815153465683,-17367.229950695782,-3630.4774700744474,-173.1283773437952,-7459.353443562363,969.0302044744708,-9838.583250178364
UAV_0045,86.21696013827605,11.054344128319524,30377.82504938608,-125.89234126364205,-113.52578847560969,-139.11312533687115,140.60804592162845,-4680.605940223165,-152.67733162472794,-62.366034051177465,62.27267342694027,639.5183542613287,7131.463413945336,-648.8153498138018,50031.41241391685,-694.3792423761982,40.41581228213973,-103.10182732070906,33504.59756876126,-164.8973841769026,34961.12031308024,23000.529273446024,-17379.216066881956,-3661.0761380232825,-171.7002199621008,-7502.280065136435,969.0302044744708,-9726.077646754986
UAV_0046,85.75903607980293,12.685529819056768,30377.82504938608,-125.89200270748026,-113.52633051870758,-139.5261307131614,140.6098133984616,-4680.605940223165,-151.93950687421355,-62.15535037462181,62.216030797814916,639.9906374282939,7131.541564427885,-648.8153498138018,50032.85789368607,-694.2676445479674,40.415812282139726,-103.2391312861941,33504.854504235955,-164.8973841769026,34961.4062776645,23004.076483257973,-17380.087414178095,-3666.2604926781455,-171.7220471313392,-7509.343204231779,969.0302044744708,-9725.6984166627
UAV_0047,85.54875445027093,11.084470341173194,30377.82504938608,-125.89459507477468,-113.52640662424758,-137.53242983435285,140.5912754437698,-4680.605940223165,-152.35813849684698,-62.590073058942416,62.61931689831062,636.559913026908,7134.754415998534,-648.8153498138018,50148.03797835017,-695.8693094658169,40.41581228213973,-103.32193014692105,33504.32624067942,-164.8973841769026,34960.9705415338,23047.92071207532,-17422.679483900276,-3644.659973303869,-172.16621986079505,-7473.462203709107,969.0302044744708,-9762.615789126272
UAV_0048,86.65412273293094,12.378445033636265,30377.82504938608,-125.8927362274618,-113.5252549827691,-136.73618762578556,140.5912754437698,-4680.605940223165,-154.00029028609546,-62.29778782274753,62.707476240080986,634.9206654095925,7137.616141097492,-648.8153498138018,50110.78131582178,-697.2903699469647,40.41581228213973,-103.32672712781054,33505.17237044919,-164.8973841769026,34961.80234414844,23097.653205982304,-17412.91847386054,-3640.92718019408,-172.6859536513684,-7465.476968813218,969.0302044744709,-9805.787251044128
UAV_0049,85.14001095555034,11.807869768756872,30377.82504938608,-125.88563095956238,-113.52624922451321,-139.9537538864664,140.61712720089858,-4680.605940223165,-152.84722610260044,-62.41442449463584,62.14628497781498,640.9297624523477,7132.9128305286395,-648.8153498138018,50068.52416367736,-695.2834417740152,40.41581228213973,-103.20800164621572,33505.60043383108,-164.8973841769026,34962.20606556301,23040.609123974755,-17394.739571964572,-3671.305682075782,-172.0934121761341,-7530.718423068751,969.0302044744708,-9749.20735456719
UAV_0050,87.7150927818076,11.694839764010032,30377.825049386076,-125.88677996165033,-113.52518052590764,-137.4398319411066,140.5912754437698,-4680.605940223165,-151.84408315435377,-62.36778494098181,62.54860012609725,636.2433467830929,7135.217793040801,-648.8153498138018,50010.593409429544,-695.9133989722094,40.41581228213973,-103.32684070950782,33504.96892291558,-164.8973841769026,34961.57283597118,23049.51000448937,-17377.138563473476,-3643.116122303475,-172.3251116122102,-7470.490757540292,969.0302044744708,-9769.682295685468
UAV_0051,85.9043839018196,11.553643521148766,30377.82504938608,-125.8850706932087,-113.52592276885522,-137.30226203935115,140.5912754437698,-4680.605940223165,-152.7984154526591,-62.67693703349875,62.67826896388099,636.1305980696574,7135.544672994834,-648.8153498138018,50092.13558711845,-696.324382765721,40.41581228213973,-103.32711895492788,33504.85377045964,-164.8973841769026,34961.48084923705,23059.878516598983,-17404.95704727307,-3642.882401918788,-172.32712294390373,-7469.654613706724,969.0302044744708,-9781.23895596449
UAV_0052,87.30365205280931,11.905043821762934,30377.82504938608,-125.89641708709189,-113.52546258681761,-137.55027234369462,140.5912754437698,-4680.605940223165,-152.72595262058286,-62.33395404869197,62.555902070143965,636.4291413922425,7134.662320294904,-648.8153498138018,50051.682148915446,-695.6147887194119,40.41581228213973,-103.32341417898188,33504.694565653546,-164.8973841769026,34961.36332857427,23049.105925495704,-17388.293611759844,-3644.922279777467,-172.15359541948786,-7471.404308666918,969.0302044744708,-9769.639533648518
UAV_0053,86.96218614464338,12.0063188633222,30377.825049386083,-125.89177360020201,-113.52593473328658,-137.13952108405104,140.5912754437698,-4680.605940223165,-152.79209956819977,-62.443614619207125,62.51514835403079,635.9010111024178,7136.505909169421,-648.8153498138018,49927.27811784117,-696.3123606092561,40.41581228213973,-103.32716520341245,33505.560104358396,-164.8973841769026,34962.19866301106,23065.173213833972,-17347.53825640781,-3638.356169995602,-172.47918682705662,-7466.93486495339,969.0302044744708,-9784.78938497217
UAV_0054,86.9552746514874,11.927300129421733,30377.825049386076,-125.89554908914765,-113.52634369624467,-136.53895644157376,140.5912754437698,-4680.605940223165,-154.0538096431818,-62.58164138720913,62.70807288341128,634.7569377839301,7138.504391915772,-648.8153498138018,50046.38911355632,-697.6476508322755,40.41581228213973,-103.3277224458931,33505.52885016591,-164.8973841769026,34962.27385869338,23100.944698970357,-17392.463585212005,-3633.892306685509,-172.82661291472414,-7462.631064419571,969.0302044744708,-9817.364243653692
UAV_0055,86.41293107760472,10.806606145783041,30377.82504938608,-125.89814261740429,-113.52577654159649,-138.48819665042427,140.6050272356139,-4680.605940223165,-152.90124256102237,-62.413973729192556,62.368584645665265,638.2498600030135,7131.497544218069,-648.8153498138018,49999.050465302666,-693.6511152751399,40.41581228213973,-102.97757769157485,33502.332145807006,-164.8973841769026,34958.867900037854,22983.006246609002,-17367.76034104902,-3647.4239078696605,-171.7313911288797,-7482.13591724288,969.0302044744708,-9728.200522604475
