split,category,uav_id,flight_cycle,telemetry_01,telemetry_02,telemetry_03,telemetry_04,telemetry_05,telemetry_06,telemetry_07,telemetry_08,telemetry_09,telemetry_10,telemetry_11,telemetry_12,telemetry_13,telemetry_14,telemetry_15,telemetry_16,telemetry_17,telemetry_18,telemetry_19,telemetry_20,telemetry_21,telemetry_22,telemetry_23,telemetry_24,telemetry_25,telemetry_26,telemetry_27,telemetry_28
train,short,UAV_0079,16,-0.030422234745811474,-0.528104704866415,0.0,0.35972840505502274,-0.23820741195523543,0.23297975060812934,0.0,0.0,-0.642369606976341,0.8142152614417071,0.20234722784293946,0.29508970727100137,0.10774904361714359,0.0,0.41299157767527633,-0.6744907594765952,0.0,-0.6336821948009089,-0.39164326938194194,0.0,-0.4817791139152568,-0.0980537227432962,-0.727792163380404,-0.3489337133012106,0.5058680696074463,-0.10334939056500025,0.0,0.08641097008470883
train,short,UAV_0079,17,-0.030422234745811474,-0.528104704866415,0.0,0.35972840505502274,-0.0348023838006248,0.23297975060812934,0.0,0.0,0.7944913415439173,0.8142152614417071,0.2507722054464037,-0.1686226898691128,0.10774904361714359,0.0,0.41299157767527633,-0.6744907594765952,0.0,-0.6336821948009089,-0.24431306199521066,0.0,-0.1927116455661027,-0.48284030138746925,-0.727792163380404,-0.3489337133012106,0.5058680696074463,-0.10334939056500025,0.0,0.08641097008470883
train,short,UAV_0079,18,-0.030422234745811474,0.20694935729931863,0.0,0.44966050631877846,-0.23820741195523543,0.23297975060812934,0.0,0.0,-0.642369606976341,0.8859835969018619,0.2576900593897525,0.04215567246729619,-0.11264981716218904,0.0,0.42138192575456945,0.0,0.0,-0.6336821948009089,-0.24431306199521066,0.0,-0.1927116455661027,-0.48284030138746925,-0.7318969854382874,-0.14215115928270727,0.4384189936598058,-0.16862268986917464,0.0,0.19317815303806174
train,short,UAV_0079,19,-0.1855762702225761,0.20694935729931863,0.0,0.44966050631877846,-0.23820741195523543,0.23297975060812934,0.0,0.0,-0.8099662022162522,1.734447277377709,0.2576900593897525,-0.3794010522055938,-0.11264981716218904,0.0,0.35985270650722617,-0.6744907594765952,0.0,-0.6395111067332462,-0.39164326938194194,0.0,-0.1927116455661027,-0.7354029205747215,-0.7318969854382874,-0.09993061999566125,0.47214353163361034,-0.16862268986917464,0.0,0.6478777183110722
train,short,UAV_0079,20,1.6727599518764942,0.8305560647497517,0.0,0.44966050631877846,-0.23820741195523543,0.030920152086903928,0.0,0.0,-0.9175908913823112,1.734447277377709,-0.019024098344266577,-0.3794010522055938,-0.11264981716218904,0.0,0.35985270650722617,-0.6744907594765952,0.0,-0.6395111067332462,-0.5803971846192778,0.0,-0.2890674683491541,-0.508096563306161,-0.7318969854382874,0.0026464556422946582,0.5058680696074463,-0.16862268986917464,0.0,0.7942625879995466
train,short,UAV_0079,21,1.6875670470366952,0.8305560647497517,0.0,0.5845586582137381,-0.21523326084882494,0.030920152086903928,0.0,0.0,-1.1980283740757762,1.734447277377709,0.6623845150757465,0.04215567246729619,-0.11264981716218904,0.0,0.2507781814778449,-0.6744907594765952,0.0,-0.6918166823123479,-0.6450113720880407,0.0,-0.6744907594813595,-0.508096563306161,-0.706367997888557,0.05050506806184521,0.47214353163361034,-0.07615218252154829,0.0,0.7942625879995466
train,short,UAV_0079,22,1.6727599518764942,0.058621096530952814,0.0,0.5845586582137381,-0.714246305799855,-0.10929914226061155,0.0,0.0,-1.1980283740757762,0.37702936645208374,0.07782585686266194,0.04215567246729619,-0.30751124350068354,0.0,0.2507781814778449,-0.6744907594765952,0.0,-0.6945551134631972,-0.6450113720880407,0.0,-0.6744907594813595,-0.2139353950762725,-0.8270110549871803,0.0026464556422946582,0.4384189936598058,0.01631832482607807,0.0,0.7942625879995466
train,short,UAV_0079,23,-0.02792598344589274,0.058621096530952814,0.0,0.22483025315961386,-0.714246305799855,-0.16682500660826918,0.0,0.0,-1.1980283740757762,0.05908039767432311,0.07782585686266194,0.2529340348037052,-0.10703665395487409,0.0,0.2507781814778449,-0.6744907594765952,0.0,-0.6974615454935177,-0.7088258527671021,0.0,-0.6744907594813595,-0.2139353950762725,-0.564755709529323,0.0026464556422946582,0.4046944556859382,0.07615218252154829,0.0,0.6584561407094965
train,short,UAV_0079,24,-0.02792598344589274,0.058621096530952814,0.0,0.7644228607403509,-0.714246305799855,-0.16682500660826918,0.0,0.0,-0.3147347109424757,0.03376684034642801,0.43236587145936595,0.2529340348037052,-0.10703665395487409,0.0,0.5714759302821063,-0.6744907594765952,0.0,-0.6918166823123479,-0.6450113720880407,0.0,-0.6744907594813595,-0.2139353950762725,-0.564755709529323,-0.004386226036601104,0.4046944556859382,0.07615218252154829,0.0,0.14904241543475122
train,short,UAV_0079,25,-0.02792598344589274,-0.07939488861217642,0.0,0.719456810109147,-0.714246305799855,-0.3552222123469304,0.0,0.0,-0.3147347109424757,0.03376684034642801,0.43236587145936595,0.210778362336409,-0.30751124350068354,0.0,0.6796181944137273,-0.6744907594765952,0.0,-0.6918166823123479,-0.4711639064584623,0.0,-0.6744907594813595,-0.2139353950762725,-0.2855022111032852,-0.004386226036601104,0.37096991771213367,0.07615218252154829,0.0,0.14904241543475122
train,short,UAV_0079,26,-0.8605364730411302,-0.07939488861217642,0.0,0.719456810109147,-0.714246305799855,-0.3552222123469304,0.0,0.0,0.057966433741521765,0.03376684034642801,0.4271774810018199,-0.1686226898691128,0.14417852436680476,0.0,0.6796181944137273,0.0,0.0,-0.6608106590825863,-0.4508790509910833,0.0,-0.6744907594813595,-0.2139353950762725,-0.32476119069629805,-0.06383505356011938,0.37096991771213367,0.027197208043383023,0.0,0.14904241543475122
train,short,UAV_0079,27,-0.2259847489430919,0.0025645580089202124,0.0,0.719456810109147,-0.483556883963718,-0.3552222123469304,0.0,0.0,0.4486138908892598,0.03376684034642801,0.4271774810018199,-0.1686226898691128,0.3246020427491961,0.0,0.6796181944137273,0.0,0.0,-0.6453964678930715,-0.4711639064584623,0.0,-0.6744907594813595,-0.2139353950762725,-0.32476119069629805,-0.0548540386677887,0.3372453797382976,-0.19581989791252322,0.0,-0.15898941467857491
train,short,UAV_0079,28,-0.2259847489430919,0.0025645580089202124,0.0,0.719456810109147,-0.483556883963718,-0.137343001130082,0.0,0.0,0.7766416117434637,0.3648200692830712,0.382211430370053,-0.1686226898691128,0.14417852436680476,0.0,0.6348696713248603,0.0,0.0,-0.6453964678930715,-0.4711639064584623,0.0,-0.6744907594813595,-0.2139353950762725,-0.32476119069629805,-0.0548540386677887,0.26979630379062547,-0.19581989791252322,0.0,0.14904241543475122
train,short,UAV_0079,29,-0.018936999904790877,0.2545013493195765,0.0,0.08993210126375568,0.024153817962356758,0.14165744095616692,0.0,0.0,0.7766416117434637,0.4568327731673161,0.20234722784293946,-0.3372453797382976,-0.2853784603742327,0.0,0.46706270974108677,0.0,0.0,-0.6453964678930715,-0.42531334875988197,0.0,-0.3854232911322054,-0.07428312329037703,-0.43010442218451467,-0.0548540386677887,0.06744907594764059,-0.20125933952126185,0.0,0.15579631171587222
train,short,UAV_0079,30,-0.2259847489430919,0.2545013493195765,0.0,0.08993210126375568,0.2365964806293831,0.22938438408638645,0.0,0.0,0.7766416117434637,0.4568327731673161,0.20234722784293946,-0.1686226898691128,0.13029429487047095,0.0,0.46706270974108677,-0.6744907594765952,0.0,-0.6453964678930715,-0.5330675673594968,0.0,-0.3854232911322054,0.19016479562331623,-0.5575839064622328,-0.0548540386677887,0.06744907594764059,-0.19581989791252322,0.0,0.15579631171587222
train,short,UAV_0079,31,-0.2259847489430919,0.2545013493195765,0.0,-0.08993210126375568,0.2365964806293831,0.22938438408638645,0.0,0.0,0.6591214292392548,0.4568327731673161,0.20234722784293946,-0.29508970727100137,-0.06822828901695406,0.0,0.47918210141109135,-0.6744907594765952,0.0,-0.6319643163510402,-0.5330675673594968,0.0,-0.3854232911322054,0.19016479562331623,-0.5575839064622328,-0.0387250914275815,0.26979630379062547,-0.08703106573888772,0.0,0.28908858430245105
train,short,UAV_0079,32,-0.5787837999211992,0.2591210820010561,0.0,-0.08993210126375568,0.7431410145067537,0.22938438408638645,0.0,0.0,-0.08198211790829953,0.3964169694500361,0.07955532034848763,0.0,-0.06822828901695406,0.0,0.47918210141109135,-0.6744907594765952,0.0,-0.6434558266259783,-0.5330675673594968,0.0,-0.09635582278305135,0.19016479562331623,-0.5700025820089661,0.016812720548996216,-0.13489815189534426,-0.03263664965212167,0.0,0.28908858430245105
train,short,UAV_0079,33,-0.6778045456431705,-0.009886746299955585,0.0,-0.08993210126375568,0.7431410145067537,0.23657511712987223,0.0,0.0,-0.08198211790829953,0.4568327731673161,0.07955532034848763,-0.29508970727100137,-0.06822828901695406,0.0,0.4987595802624088,-0.6744907594765952,0.0,-0.6307176095365653,-0.5330675673594968,0.0,-0.09635582278305135,-0.5482094498829877,-0.5700025820089661,0.016812720548996216,-0.13489815189534426,-0.03263664965212167,0.0,0.4478361553331505
train,short,UAV_0079,34,-0.6778045456431705,-0.009886746299955585,0.0,-0.22483025315916458,0.21048413439743346,0.22938438408638645,0.0,0.0,0.6591214292392548,0.9775066573470756,0.3839408938559017,0.0,-0.06822828901695406,0.0,0.4987595802624088,-0.6744907594765952,0.0,-0.6307176095365653,-0.5330675673594968,0.0,-0.09635582278305135,-0.5482094498829877,-0.5700025820089661,0.07058081337098307,0.13489815189531273,-0.0163183248260436,0.0,0.4478361553331505
train,short,UAV_0079,35,-0.5787837999211992,0.24674318592600575,0.0,-0.314762354422471,0.21048413439743346,0.23657511712987223,0.0,0.0,0.6591214292392548,0.9775066573470756,0.2559605959039038,-0.29508970727100137,-0.2744219562356667,0.0,0.48291114500180277,-0.6744907594765952,0.0,-0.6434558266259783,-0.635438680476806,0.0,-0.4817791139152568,-0.5482094498829877,-0.4829804600586289,0.07058081337098307,0.37096991771213367,-0.0163183248260436,0.0,0.07662697287253159
train,short,UAV_0079,36,-0.3342622408220666,0.24674318592600575,0.0,-0.314762354422471,0.22226293248312012,0.23657511712987223,0.0,0.0,-0.7845176893620387,0.605190508381318,0.3839408938559017,-0.04215567246729619,-0.2744219562356667,0.0,0.4987595802624088,0.6744907594765952,0.0,-0.6434558266259783,-0.7620107354015346,0.0,-0.09635582278305135,-0.19759310795236507,-0.4947242555109928,0.016812720548996216,0.13489815189531273,-0.04351553286949556,0.0,-0.07457111245912747
train,short,UAV_0079,37,-0.22996442263152217,-0.15829246694684565,0.0,-0.314762354422471,0.22226293248312012,0.09563674947804734,0.0,0.0,0.6965170050840392,0.9775066573470756,0.3839408938559017,-0.4637123971401862,-0.2744219562356667,0.0,0.4987595802624088,0.6744907594765952,0.0,-0.6178736615859942,-0.8045834828218363,0.0,-0.4817791139152568,-0.19759310795236507,-0.4947242555109928,-0.0635635599544585,0.13489815189531273,-0.05983385769550469,0.0,-0.07457111245912747
train,short,UAV_0079,38,-0.22996442263152217,0.13911025600838858,0.0,-0.314762354422471,0.4360726448132457,0.005752586434769029,0.0,0.0,-0.2320523209791721,0.605190508381318,0.31995074487991426,-0.4637123971401862,-0.025847861370528857,0.0,0.6684310636417029,-0.6744907594765952,0.0,-0.6753691249894715,-0.8045834828218363,0.0,-0.4817791139152568,0.3015894805589374,-0.4829804600586289,-0.0635635599544585,0.13489815189531273,-0.04351553286949556,0.0,-0.16613164985269324
train,short,UAV_0079,39,-0.3342622408220666,0.13911025600838858,0.0,-0.9442870632678623,0.4360726448132457,0.06255937747811727,0.0,0.0,-0.2320523209791721,-0.1575488275530292,0.2559605959039038,-0.5480237420747066,0.05663276224746477,0.0,0.6684310636417029,-0.6744907594765952,0.0,-0.5971143037489307,-0.8045834828218363,0.0,-0.4817791139152568,0.1559945589098029,-0.4947242555109928,-0.12041695201857144,0.30352084176446154,-0.1414254818257227,0.0,-0.07457111245912747
train,short,UAV_0079,40,-0.3342622408220666,-0.15829246694684565,0.0,-0.314762354422471,0.22226293248312012,-0.09635582278238938,0.0,0.0,0.20044673651559933,-1.3055986231380017,0.31995074487991426,-0.5901794145420027,0.14696508577040746,0.0,0.6684310636417029,0.6744907594765952,0.0,-0.5971143037489307,-0.5622680452285688,0.0,-0.3854232911322054,-0.19759310795236507,-0.4947242555109928,-0.12041695201857144,0.30352084176446154,-0.1414254818257227,0.0,-0.07085052594833197
train,short,UAV_0079,41,-0.22996442263152217,0.13911025600838858,0.0,0.6295247088453912,0.4360726448132457,0.06255937747811727,0.0,0.0,0.20044673651559933,-0.1575488275530292,0.31995074487991426,-0.5901794145420027,0.05663276224746477,0.0,0.6507181065855763,0.6744907594765952,0.0,-0.5971143037489307,-0.32742832623727525,0.0,-0.4817791139152568,-0.27484755617436163,-0.36286986467575816,-0.07309185276150848,0.30352084176446154,-0.11422827378233967,0.0,-0.05459678840466502
train,short,UAV_0079,42,-0.3948250576052573,0.13911025600838858,0.0,0.8993210126362091,0.4360726448132457,-0.09635582278238938,0.0,0.0,-0.14320682173171786,-0.3700686191635547,0.3649167955117271,-0.5901794145420027,0.14696508577040746,0.0,0.6283438450409778,0.6744907594765952,0.0,-0.6046048406776099,-0.17939125870559738,0.0,-0.4817791139152568,-0.27484755617436163,-0.36286986467575816,-0.07799321643161268,0.30352084176446154,-0.11422827378233967,0.0,-0.05459678840466502
train,short,UAV_0079,43,-0.6975849841940164,0.31731786709525495,0.0,0.6295247088453912,-0.5149328385645298,-0.25886638956457364,0.0,0.0,-0.14320682173171786,-0.1575488275530292,0.3649167955117271,-0.4637123971401862,0.05663276224746477,0.0,0.6283438450409778,0.6744907594765952,0.0,-0.600061737821422,-0.17939125870559738,0.0,-0.3854232911322054,-0.3342740548066781,-0.36286986467575816,-0.07799321643161268,0.26979630379062547,-0.11422827378233967,0.0,0.057829346416017405
train,short,UAV_0079,44,0.04257085695986252,-0.05331993044583802,0.0,0.6295247088453912,-0.5149328385645298,-0.25886638956457364,0.0,0.0,-0.27347054821656575,-0.3700686191635547,0.4565783602610636,-0.4637123971401862,-0.12795390095004197,0.0,0.6283438450409778,0.0,0.0,-0.6046048406776099,-0.17939125870559738,0.0,-0.4817791139152568,-0.3342740548066781,-0.36286986467575816,-0.07799321643161268,0.033724537973836066,-0.09790994895633054,0.0,0.057829346416017405
train,short,UAV_0079,45,0.47175170543591344,0.23371516919300211,0.0,0.044966050632102475,0.19969950816894502,0.0021572199130261466,0.0,0.0,-0.27347054821656575,0.6691969441591641,0.4704140681477841,-0.4637123971401862,-0.34686726699343384,0.0,0.6283438450409778,0.0,0.0,-0.600061737821422,-0.17939125870559738,0.0,-0.4817791139152568,-0.3342740548066781,-0.5052034347767939,-0.07799321643161268,-0.10117361392150821,-0.081591624130218,0.0,0.057829346416017405
train,short,UAV_0079,46,0.026828491066590358,0.23371516919300211,0.0,-0.8093889113720042,-0.2630759008051435,-0.049616057999862476,0.0,0.0,-0.31818950015788705,0.6691969441591641,0.5932059756422359,-0.2529340348037052,-0.34686726699343384,0.0,0.8119992418852473,0.0,0.0,-0.6046048406776099,-0.17939125870559738,0.0,-0.4817791139152568,-0.2986181556273179,-0.5052034347767939,-0.12444151280551971,-0.10117361392150821,-0.081591624130218,0.0,-0.020257469730182165
train,short,UAV_0079,47,0.11083547692233364,0.948660746905076,0.0,-0.8093889113720042,-0.7252439643804294,-0.049616057999862476,0.0,0.0,-0.31818950015788705,0.6691969441591641,0.5932059756422359,-0.2529340348037052,-0.5995289912955065,0.0,0.8119992418852473,0.0,0.0,-0.678246325623667,-0.12715939704260368,0.0,-0.3854232911322054,-0.2986181556273179,-0.5885117165151953,-0.20985553564763554,-0.1686226898691488,-0.081591624130218,0.0,-0.3798666299809695
train,short,UAV_0079,48,0.11083547692233364,0.2653275744991544,0.0,-0.8093889113720042,-0.7261964750454464,-0.03163922539121334,0.0,0.0,-0.38942047085596904,-0.5033279356808095,0.5932059756422359,0.1264670174018886,-0.34686726699343384,0.0,0.478249840513441,0.6744907594765952,0.0,-0.678246325623667,-0.12715939704260368,0.0,-0.4817791139152568,-0.2986181556273179,-0.5885117165151953,-0.20985553564763554,-0.1686226898691488,-0.081591624130218,0.0,-0.428078215231555
train,short,UAV_0079,49,0.11083547692233364,0.948660746905076,0.0,-0.8093889113720042,-0.7261964750454464,-0.03163922539121334,0.0,0.0,-0.38942047085596904,0.8463797455368347,0.5015444108928535,0.1264670174018886,-0.32093291361656084,0.0,0.478249840513441,0.6744907594765952,0.0,-0.647876834532851,-0.287532130827919,0.0,-0.3854232911322054,-0.2986181556273179,-0.5885117165151953,0.024147744218636365,-0.10117361392150821,-0.11422827378233967,0.0,-0.3798666299809695
train,short,UAV_0079,50,0.026828491066590358,1.0591166333690023,0.0,-0.22483025315916458,-0.7261964750454464,-0.03163922539121334,0.0,0.0,-0.553390878982576,0.30001636763867723,0.5015444108928535,0.29508970727100137,0.06198367207964631,0.0,0.8119992418852473,0.6744907594765952,0.0,-0.647876834532851,-0.38240855679383534,0.0,-0.3854232911322054,-0.5511807748146073,-0.5885117165151953,-0.08652076281847232,0.06744907594764059,-0.11422827378233967,0.0,-0.020257469730182165
train,short,UAV_0079,51,-0.13257353603162736,1.1655682490151624,0.0,-0.17986420252751137,-0.7261964750454464,-0.03163922539121334,0.0,0.0,-0.553390878982576,0.30001636763867723,0.5015444108928535,0.1686226898691128,0.06198367207964631,0.0,0.6320728886316892,0.6744907594765952,0.0,-0.6302010075815716,-0.3960122804803176,0.0,-0.3854232911322054,-0.5511807748146073,-0.680853952030352,0.024147744218636365,0.2360717658167894,-0.11422827378233967,0.0,0.06378486918865396
train,short,UAV_0079,52,-0.2427646177318329,1.1655682490151624,0.0,-0.17986420252751137,-0.7509702609398599,-0.023729419043418163,0.0,0.0,0.43562019690221376,0.30001636763867723,0.5015444108928535,0.1264670174018886,0.18187623351050058,0.0,0.6320728886316892,0.0,0.0,-0.6302010075815716,-0.3960122804803176,0.0,-0.2890674683491541,-0.4293564526183177,-0.680853952030352,0.024147744218636365,0.2360717658167894,-0.021757766434713312,0.0,0.15557967256531305
train,short,UAV_0079,53,-0.2427646177318329,1.1655682490151624,0.0,-0.22483025315916458,-0.7789394772436745,-0.023729419043418163,0.0,0.0,0.43562019690221376,0.30001636763867723,0.5015444108928535,-0.1686226898691128,0.2680154705752431,0.0,0.7225021957074035,-0.6744907594765952,0.0,-0.6270013011754954,-0.3960122804803176,0.0,-0.2890674683491541,-0.0445698739742188,-0.680853952030352,0.024147744218636365,0.16862268986911724,-0.11422827378233967,0.0,0.15557967256531305
train,short,UAV_0079,54,-0.2427646177318329,1.1791706732668177,0.0,-0.26979630379126707,-0.9192102746117622,0.31351596069489573,0.0,0.0,0.43562019690221376,0.30001636763867723,0.41680070008679676,0.1686226898691128,0.2680154705752431,0.0,0.6320728886316892,-0.6744907594765952,0.0,-0.6302010075815716,-0.28374659215700415,0.0,-0.3854232911322054,-0.0445698739742188,-0.43475447555838903,-0.08652076281847232,0.16862268986911724,-0.021757766434713312,0.0,0.3062073507297883
train,short,UAV_0079,55,-0.2427646177318329,1.1655682490151624,0.0,-0.26979630379126707,-0.9192102746117622,0.31351596069489573,0.0,0.0,0.43562019690221376,-0.1307680141143519,0.41680070008679676,0.04215567246729619,0.18187623351050058,0.0,0.4390948828105862,-0.6744907594765952,0.0,-0.6404060212934997,-0.2186750983368552,0.0,-0.3854232911322054,0.09211107288009424,-0.43475447555838903,-0.20315767738562918,0.033724537973836066,-0.021757766434713312,0.0,0.3062073507297883
train,short,UAV_0079,56,-0.031453583524153554,0.9421810998526071,0.0,-0.26979630379126707,-0.9192102746117622,0.31351596069489573,0.0,0.0,0.29449600544534293,-0.6026443788335919,0.33551591625243743,-0.1686226898691128,-0.38630650194540533,0.0,0.3468010539395713,-0.6744907594765952,0.0,-0.6404060212934997,-0.2186750983368552,0.0,-0.3854232911322054,0.09211107288009424,-0.43475447555838903,-0.20315767738562918,0.0,-0.005439441608669711,0.0,0.15557967256531305
