channel,telemetry_01,telemetry_02,telemetry_03,telemetry_04,telemetry_05,telemetry_06,telemetry_07,telemetry_08,telemetry_09,telemetry_10,telemetry_11,telemetry_12,telemetry_13,telemetry_14,telemetry_15,telemetry_16,telemetry_17,telemetry_18,telemetry_19,telemetry_20,telemetry_21,telemetry_22,telemetry_23,telemetry_24,telemetry_25,telemetry_26,telemetry_27,telemetry_28
telemetry_11,0.03119170152544658,-0.00168219412024189,,-0.003791914766893481,0.0022791764028778604,0.7962486046945509,-0.5189207314424013,,0.0027025126536819283,-0.0020293865140796315,1.0,-0.7935463924831148,0.26728980464376767,,-0.3575671789514728,-0.17318244861527218,,-0.4809432075926212,0.0012016622341160822,,0.0020370159157346622,0.1601554489515623,0.24872104873992404,0.7586224389292987,-0.23473055244483426,0.706497750740554,,-0.27654623924860366
telemetry_12,-0.03742013746241925,0.0009057774776116801,,0.009749314979250016,-0.00348841784625194,-0.8110604641325523,0.5261862522537915,,-0.0029613504486142345,0.0009192596372873264,-0.7935463924831148,1.0,-0.2524736068064744,,0.3904097611436253,0.1498390349943827,,0.39929587276829365,0.03604498524651911,,0.03316836566552924,-0.1371800942682419,-0.2858695620747875,-0.7864011328315169,0.21051430095639628,-0.7452566881822179,,0.25719023927058066
telemetry_13,0.023568315437317737,-0.0017322878618131019,,0.0018896861129068221,0.004726829354940276,0.2553463603675193,0.2704799060608755,,-0.0019534284775167476,-0.0013672639983885785,0.26728980464376767,-0.2524736068064744,1.0,,0.2665528097716139,-0.6504220106107595,,-0.3385838651382641,0.6761643824928643,,0.6791238993502203,0.6199099862677365,-0.3874802282112979,0.09968280015444236,-0.7363675524329777,0.08405085812860379,,-0.7129440546502332
telemetry_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_15,-0.032380525228758374,0.007035164053746646,,0.011364112438312491,0.0070382669882744255,-0.3921303853970365,0.5103496464319763,,0.001026183818387883,-0.009850489865574012,-0.3575671789514728,0.3904097611436253,0.2665528097716139,,1.0,-0.3663462099295532,,0.03231222410160979,0.42332778000033994,,0.42584764077233284,0.3579815154009533,-0.8907562396737456,-0.5435206390337561,-0.35605120953800085,-0.4820278631083841,,-0.31346212406683144
telemetry_16,-0.022367242833323767,0.0032362588003883217,,0.001863429509274286,-0.0025469287045409247,-0.15697557073852755,-0.35808208353970417,,0.002329847490800612,0.01485205157953876,-0.17318244861527218,0.1498390349943827,-0.6504220106107595,,-0.3663462099295532,1.0,,0.31225295732603325,-0.7351314552877205,,-0.7382369226513313,-0.652788190487888,0.48035879090737127,0.014540206913495524,0.7585777434605488,0.022185020017012128,,0.7224534063701623
telemetry_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_18,0.0034075984962039963,-0.010855901946335959,,0.003078698597328999,-0.007891260326973248,-0.4033417823205002,0.18405624965172132,,0.0016521405447832336,0.006168722736331305,-0.4809432075926212,0.39929587276829365,-0.3385838651382641,,0.03231222410160979,0.31225295732603325,,1.0,-0.2966028000972263,,-0.3002088840919457,-0.2978368177359981,0.06152633133898564,-0.2473039061147513,0.364523553600199,-0.24173317042548298,,0.3661356114688992
telemetry_19,0.006640010744270239,-0.002634357010020362,,0.0005632716149554996,-0.007927554023839397,-0.033004522321925835,0.518703596902188,,-0.008475602114006896,-0.007945790275734221,0.0012016622341160822,0.03604498524651911,0.6761643824928643,,0.42332778000033994,-0.7351314552877205,,-0.2966028000972263,1.0,,0.9033611764781877,0.7004592551043787,-0.5370100861617,-0.2260897516211678,-0.8150871465774383,-0.23963737881012584,,-0.7617403226058848
telemetry_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_21,0.0069162109483191115,-0.002417871395401122,,0.00023465937444025099,-0.004538429022929238,-0.03047228707124147,0.5187459823201465,,-0.009589523234143898,-0.009660806201464409,0.0020370159157346622,0.03316836566552924,0.6791238993502203,,0.42584764077233284,-0.7382369226513313,,-0.3002088840919457,0.9033611764781877,,1.0,0.7047126352447269,-0.5391389166336592,-0.22437747442726108,-0.8184759261918311,-0.23773488758965874,,-0.7633994170142537
telemetry_22,0.014402666768662864,0.0021108264641019545,,0.004789091581843232,0.0040624903280616805,0.14461034806935327,0.34644174656793447,,0.006214188435549057,-0.013761222016190433,0.1601554489515623,-0.1371800942682419,0.6199099862677365,,0.3579815154009533,-0.652788190487888,,-0.2978368177359981,0.7004592551043787,,0.7047126352447269,1.0,-0.46101615984863675,-0.01706237947827633,-0.7184777819603934,-0.026666988705303287,,-0.6887038635202649
telemetry_23,0.028639307393812184,-0.0005107641401176557,,-0.010641748988218357,-0.0031013668355548015,0.2862493489565824,-0.5062198427556327,,-0.0006975730909002652,0.010090247490549629,0.24872104873992404,-0.2858695620747875,-0.3874802282112979,,-0.8907562396737456,0.48035879090737127,,0.06152633133898564,-0.5370100861617,,-0.5391389166336592,-0.46101615984863675,1.0,0.4616470597184785,0.4891499096403123,0.4032024407797544,,0.4452781937305331
telemetry_24,0.035108998915961115,-0.006508479930135884,,0.00018288007079835935,0.008253939595873885,0.7838766504321583,-0.536436150144757,,0.007057164367075952,0.003966225152895405,0.7586224389292987,-0.7864011328315169,0.09968280015444236,,-0.5435206390337561,0.014540206913495524,,-0.2473039061147513,-0.2260897516211678,,-0.22437747442726108,-0.01706237947827633,0.4616470597184785,1.0,-0.027448773379693182,0.8372222445174644,,-0.08361967414663464
telemetry_25,-0.015608124553681657,0.002152269730663377,,-0.0057030732918874226,-5.95329501119174e-05,-0.21653759597109934,-0.3813829021672648,,0.005937525490378703,0.0060673113856227895,-0.23473055244483426,0.21051430095639628,-0.7363675524329777,,-0.35605120953800085,0.7585777434605488,,0.364523553600199,-0.8150871465774383,,-0.8184759261918311,-0.7184777819603934,0.4891499096403123,-0.027448773379693182,1.0,-0.011603499755249517,,0.8243170009153741
telemetry_26,0.061460517715292505,-0.007000468160175997,,-0.006927185871568478,0.007777718307662004,0.7442413955127269,-0.5106628325787417,,0.007378591870162494,0.0017442862246239976,0.706497750740554,-0.7452566881822179,0.08405085812860379,,-0.4820278631083841,0.022185020017012128,,-0.24173317042548298,-0.23963737881012584,,-0.23773488758965874,-0.026666988705303287,0.4032024407797544,0.8372222445174644,-0.011603499755249517,1.0,,-0.06431987141567494
telemetry_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_28,-0.018757890978673062,0.007574182497920544,,-0.00037072626940402544,-0.0031655345788571794,-0.2601988890921519,-0.3312589834812833,,0.007987174943790585,0.011150779541315022,-0.27654623924860366,0.25719023927058066,-0.7129440546502332,,-0.31346212406683144,0.7224534063701623,,0.3661356114688992,-0.7617403226058848,,-0.7633994170142537,-0.6887038635202649,0.4452781937305331,-0.08361967414663464,0.8243170009153741,-0.06431987141567494,,1.0
