uav_id,elapsed_cycles,prediction_change,failure_cycle_estimate_change
UAV_0017,11.0,-16.350478398944915,-5.350478398944915
UAV_0017,26.0,-26.454885260951038,-0.45488526095101633
UAV_0017,45.0,-35.963228493174746,9.036771506825232
UAV_0019,34.0,-11.653149984902342,22.34685001509763
UAV_0019,30.0,-40.684796573795275,-10.684796573795268
UAV_0019,18.0,-14.094665069373015,3.905334930626992
UAV_0019,17.0,-16.110122052537125,0.8898779474628782
UAV_0020,3.0,3.92145482028441,6.921454820284396
UAV_0020,11.0,-1.5884034154761792,9.411596584523807
UAV_0021,14.0,-10.609897240933151,3.390102759066849
UAV_0021,33.0,-23.794725773327073,9.205274226672941
UAV_0022,47.0,-36.788191907408574,10.211808092591411
UAV_0022,3.0,-2.8752992429376576,0.1247007570623282
UAV_0022,4.0,2.2054304070615416,6.205430407061556
UAV_0022,46.0,-46.91628990372186,-0.9162899037218608
UAV_0023,53.0,-44.34579727838812,8.654202721611853
UAV_0023,2.0,-0.33495544585885284,1.6650445541411614
UAV_0023,19.0,-22.195962701613354,-3.195962701613354
UAV_0023,42.0,-44.60293831876156,-2.602938318761545
UAV_0024,24.0,-11.49783468445709,12.502165315542925
UAV_0024,70.0,-50.44754715300707,19.552452846992935
UAV_0025,29.0,-36.736637620990294,-7.736637620990308
UAV_0025,34.0,-29.600368614321326,4.399631385678674
UAV_0025,28.0,-33.48215506327502,-5.48215506327503
UAV_0025,5.0,-4.517803127687092,0.48219687231292596
UAV_0026,11.0,-0.3759995592323264,10.624000440767674
UAV_0026,25.0,-33.723464675122756,-8.723464675122756
UAV_0026,12.0,-15.938784330402143,-3.938784330402143
UAV_0026,64.0,-51.26642258545526,12.733577414544754
UAV_0027,5.0,-7.02937050045189,-2.0293705004519325
UAV_0027,29.0,-38.4219096769029,-9.421909676902885
UAV_0027,16.0,-16.299146350155702,-0.299146350155695
UAV_0028,1.0,-2.510482246405857,-1.510482246405843
UAV_0028,27.0,-27.285022039997905,-0.2850220399979264
UAV_0028,5.0,-5.988861737456368,-0.9888617374563466
UAV_0028,28.0,-16.108025550868835,11.89197444913114
UAV_0029,4.0,-1.81992876166089,2.18007123833911
UAV_0029,62.0,-74.69151005694722,-12.691510056947237
UAV_0029,5.0,-8.486447814702426,-3.486447814702416
UAV_0029,20.0,-19.003884833222372,0.9961151667776278
UAV_0030,3.0,4.133732318946031,7.133732318946045
UAV_0030,4.0,-4.256493876398338,-0.25649387639833776
UAV_0030,32.0,-16.030529921802128,15.969470078197872
UAV_0030,11.0,-10.832472113362513,0.16752788663748674
UAV_0031,12.0,-13.420587468962736,-1.420587468962708
UAV_0031,5.0,-4.254098227698378,0.7459017723016075
UAV_0031,6.0,-12.490867080475233,-6.490867080475226
UAV_0031,12.0,-3.335140497662323,8.664859502337663
UAV_0032,4.0,-2.999263442941981,1.0007365570580191
UAV_0032,11.0,-6.743075581428798,4.256924418571202
UAV_0032,47.0,-47.13787507047921,-0.13787507047922531
UAV_0033,4.0,-2.5483588975392024,1.451641102460826
UAV_0033,14.0,-14.235095416842057,-0.23509541684205715
UAV_0033,4.0,2.9169633043230334,6.916963304323019
UAV_0033,14.0,-24.32572672912444,-10.325726729124426
UAV_0034,9.0,-2.056220348910543,6.9437796510894145
UAV_0034,14.0,-17.635915802524636,-3.6359158025246074
UAV_0035,25.0,11.204460973121627,36.20446097312163
UAV_0035,37.0,-46.904364080562935,-9.904364080562914
UAV_0035,33.0,-26.377174147069596,6.62282585293039
UAV_0035,15.0,-21.35774790446704,-6.357747904467033
UAV_0036,3.0,9.579336003935083,12.579336003935111
UAV_0036,18.0,-2.762849078513824,15.237150921486148
UAV_0036,10.0,-23.829335490470044,-13.829335490470044
UAV_0036,32.0,-31.114217977202685,0.8857820227973434
UAV_0037,3.0,-1.3501003302557564,1.6498996697442294
UAV_0037,24.0,-23.66589903792365,0.3341009620763771
UAV_0037,36.0,-45.95263941367442,-9.952639413674433
UAV_0037,23.0,-16.854659484510087,6.14534051548992
UAV_0038,18.0,-15.523572636679162,2.476427363320852
UAV_0038,16.0,-16.5524958130396,-0.5524958130395987
UAV_0038,68.0,-75.51761375871192,-7.517613758711917
UAV_0039,11.0,-8.069892761147216,2.930107238852827
UAV_0039,1.0,5.6509066923928515,6.650906692392823
UAV_0039,27.0,-28.246387758798136,-1.2463877587981642
UAV_0039,17.0,-10.41485840022763,6.585141599772385
UAV_0040,8.0,2.491461695907759,10.49146169590776
UAV_0040,36.0,-24.675950843108154,11.324049156891846
UAV_0040,3.0,1.250093568386447,4.250093568386433
UAV_0040,67.0,-76.6784461466179,-9.678446146617887
UAV_0041,14.0,-6.383341242863111,7.616658757136918
UAV_0041,30.0,-27.8613164373304,2.1386835626695984
UAV_0041,42.0,-49.33804110116116,-7.3380411011611955
UAV_0041,13.0,-12.410019747936502,0.5899802520635262
UAV_0042,1.0,-2.9024493390704436,-1.9024493390704436
UAV_0042,6.0,-0.9301737079851904,5.069826292014795
UAV_0042,4.0,0.03843866367239457,4.038438663672423
UAV_0042,30.0,4.577273119220777,34.57727311922076
UAV_0043,11.0,-7.459513615883054,3.540486384116946
UAV_0043,10.0,-10.770561155862396,-0.7705611558624241
UAV_0043,13.0,-10.537880711878529,2.462119288121471
UAV_0043,19.0,-18.72026179748658,0.2797382025134425
UAV_0044,2.0,-2.889455561367825,-0.8894555613678392
UAV_0044,29.0,-40.23217863723597,-11.232178637235961
UAV_0044,2.0,2.9512922832454294,4.9512922832454365
UAV_0044,29.0,-22.070717070057512,6.929282929942474
UAV_0045,2.0,-0.8997070917095584,1.1002929082904416
UAV_0045,42.0,-43.26896064595938,-1.2689606459593676
UAV_0045,15.0,0.5290936477176729,15.529093647717673
UAV_0045,34.0,-44.4682995220399,-10.4682995220399
UAV_0046,9.0,-6.966498082859786,2.033501917140228
UAV_0046,12.0,-24.78336052904183,-12.783360529041829
UAV_0046,7.0,-11.660198244410637,-4.660198244410623
UAV_0047,12.0,-3.9078786420406004,8.0921213579594
UAV_0047,12.0,-10.76634723794784,1.2336527620521451
UAV_0047,18.0,-5.722226695363318,12.277773304636696
UAV_0048,12.0,-8.09586567386063,3.904134326139342
UAV_0048,41.0,-46.75612704095691,-5.756127040956898
UAV_0048,60.0,-55.94835766953038,4.051642330469633
UAV_0049,18.0,9.738135464237473,27.738135464237473
UAV_0049,9.0,-3.9844629743198396,5.015537025680146
UAV_0049,21.0,-29.49760267678687,-8.497602676786869
UAV_0049,65.0,-65.85735039767911,-0.857350397679113
UAV_0050,3.0,0.15688448619903284,3.156884486199033
UAV_0050,15.0,-8.185142331641359,6.814857668358627
UAV_0050,59.0,-60.697310032658145,-1.6973100326581516
UAV_0051,1.0,-5.075041052145281,-4.075041052145281
UAV_0051,13.0,-11.641887394795774,1.3581126052042407
UAV_0051,56.0,-61.454538746177406,-5.454538746177434
UAV_0052,36.0,-33.47960318321836,2.5203968167816413
UAV_0052,36.0,-43.57892572634152,-7.5789257263415095
UAV_0052,1.0,-1.556699791042572,-0.5566997910425755
UAV_0052,14.0,-12.539953235465237,1.4600467645347521
UAV_0053,29.0,-4.456692298542592,24.543307701457394
UAV_0053,6.0,3.0512951812871165,9.051295181287117
UAV_0053,16.0,-16.607024092864947,-0.6070240928649469
UAV_0053,57.0,-89.87210395271629,-32.87210395271626
UAV_0054,5.0,-3.811779293088776,1.1882207069112098
UAV_0054,4.0,-8.86241501449922,-4.86241501449922
UAV_0054,7.0,-0.9248399690870599,6.07516003091294
UAV_0054,23.0,-25.15936931665547,-2.1593693166554715
UAV_0055,70.0,-49.945099613992326,20.054900386007716
UAV_0056,43.0,-58.30683294410005,-15.306832944100051
UAV_0056,16.0,-6.788863046033974,9.211136953966019
UAV_0057,17.0,-7.287673435795966,9.712326564204034
UAV_0057,21.0,-27.65169925698163,-6.65169925698163
UAV_0057,36.0,-45.25788850610625,-9.25788850610624
UAV_0058,13.0,-10.045943429680491,2.9540565703194943
UAV_0058,15.0,-19.401450855053028,-4.401450855053042
UAV_0058,15.0,-2.061905286684251,12.938094713315763
UAV_0058,1.0,-9.666926697644953,-8.666926697644953
UAV_0059,28.0,-26.00933803296303,1.9906619670369992
UAV_0059,64.0,-53.303538583135534,10.696461416864452
UAV_0060,2.0,-3.866530310258483,-1.8665303102584971
UAV_0060,18.0,-0.12431028688840229,17.875689713111626
UAV_0060,38.0,-42.05915895047305,-4.059158950473062
UAV_0060,32.0,-33.238223368884604,-1.2382233688846043
UAV_0061,2.0,-4.3111584942588195,-2.3111584942588195
UAV_0061,17.0,-15.601951939700328,1.398048060299658
UAV_0061,18.0,-22.827423481476018,-4.827423481475989
UAV_0061,8.0,-3.9643371320179597,4.035662867982012
UAV_0062,6.0,-5.50002635623872,0.4999736437612796
UAV_0062,17.0,-21.92346420807216,-4.9234642080721756
UAV_0062,11.0,-14.781764440286764,-3.781764440286736
UAV_0063,11.0,-2.8634587223907317,8.136541277609268
UAV_0063,3.0,-1.3909930006674216,1.6090069993325926
UAV_0063,47.0,-32.09497473170454,14.905025268295446
UAV_0063,61.0,-57.47129818008142,3.528701819918581
UAV_0064,18.0,-26.595740596046838,-8.595740596046824
UAV_0064,9.0,6.592433050324658,15.592433050324644
UAV_0064,8.0,-3.437903150693259,4.562096849306727
UAV_0064,2.0,-10.495667992551034,-8.495667992551034
UAV_0065,15.0,-17.263743381980404,-2.2637433819803903
UAV_0065,47.0,-51.78441551963164,-4.7844155196316365
UAV_0065,14.0,-12.775895192988472,1.2241048070115141
UAV_0065,38.0,-28.57204163745277,9.427958362547258
UAV_0066,24.0,-9.80439914425962,14.195600855740366
UAV_0066,40.0,-32.35308438560003,7.646915614399973
UAV_0066,14.0,-31.21446466450662,-17.214464664506608
UAV_0066,14.0,-14.763624431884189,-0.7636244318841818
UAV_0067,9.0,8.689679733652653,17.689679733652667
UAV_0067,2.0,-0.7989155800631949,1.2010844199368194
UAV_0067,9.0,-6.81092865962448,2.1890713403755058
UAV_0068,17.0,-13.449958148442775,3.5500418515572107
UAV_0068,2.0,1.0664646682381687,3.066464668238183
UAV_0068,2.0,3.9558281372239037,5.955828137223904
UAV_0068,28.0,-42.9960369156061,-14.996036915606112
UAV_0069,8.0,-6.247318296973674,1.752681703026326
UAV_0069,14.0,-13.849345432531123,0.15065456746887662
UAV_0069,42.0,-38.502805657703306,3.4971943422966945
UAV_0069,24.0,-24.71467039075481,-0.7146703907548044
UAV_0070,8.0,-7.623632868198342,0.3763671318016577
UAV_0070,54.0,-62.495810990892956,-8.495810990892949
UAV_0070,2.0,3.9272215102714796,5.927221510271465
UAV_0070,48.0,-43.387753468200984,4.61224653179903
UAV_0071,21.0,-21.811587143133906,-0.8115871431339201
UAV_0071,3.0,-1.6636935652497726,1.3363064347502132
UAV_0071,20.0,-4.87058412667588,15.129415873324149
UAV_0072,7.0,-0.6422647953572636,6.357735204642722
UAV_0072,22.0,-11.759213783438355,10.240786216561673
UAV_0072,5.0,-1.5262781700270835,3.4737218299729022
UAV_0072,39.0,-56.99081357196248,-17.99081357196249
UAV_0073,5.0,2.8873606859735332,7.887360685973533
UAV_0073,30.0,-39.46642126475345,-9.46642126475345
UAV_0073,14.0,-10.266626927813348,3.7333730721866516
UAV_0073,9.0,-10.196948142410022,-1.1969481424100366
UAV_0074,8.0,-13.990563625138961,-5.990563625138947
UAV_0074,16.0,-27.22224047992289,-11.222240479922874
UAV_0074,43.0,-24.099248638234506,18.900751361765487
UAV_0074,24.0,-21.174915893475713,2.8250841065242867
UAV_0075,2.0,-2.612576344456457,-0.6125763444564427
UAV_0075,12.0,-11.24234160838921,0.7576583916107893
UAV_0075,19.0,-25.277178414842048,-6.277178414842069
UAV_0076,17.0,-4.685331503625605,12.314668496374395
UAV_0076,14.0,-11.553243693040187,2.446756306959827
UAV_0076,23.0,-31.142520409277182,-8.142520409277182
UAV_0076,29.0,-29.14550625671855,-0.1455062567185621
UAV_0077,16.0,-22.51632751229255,-6.516327512292548
UAV_0077,6.0,-5.480661887116568,0.5193381128834176
UAV_0077,2.0,-0.9697903975406774,1.0302096024593084
UAV_0078,28.0,-30.763688870336736,-2.763688870336722
UAV_0078,1.0,1.9512886283143729,2.9512886283143587
UAV_0078,22.0,-27.483961412419312,-5.483961412419291
UAV_0078,11.0,-10.356372086016599,0.6436279139834085
UAV_0079,18.0,-10.92543284840012,7.074567151599865
UAV_0079,17.0,-44.191163837917536,-27.191163837917543
UAV_0079,7.0,-0.24513548125106155,6.754864518748946
UAV_0079,7.0,-7.780663740707148,-0.7806637407071548
UAV_0080,15.0,-10.46215405546954,4.53784594453046
UAV_0080,28.0,-23.05208481810824,4.947915181891773
UAV_0080,47.0,-76.87521830611993,-29.875218306119933
UAV_0081,8.0,-12.734578244824405,-4.734578244824434
UAV_0081,25.0,-20.378778650528204,4.621221349471796
UAV_0081,16.0,-9.741841518886417,6.258158481113583
UAV_0082,8.0,1.8836040402569267,9.883604040256955
UAV_0082,10.0,-1.611349647651764,8.388650352348236
UAV_0082,58.0,-70.78610818261583,-12.786108182615862
UAV_0082,25.0,-21.435033910137232,3.5649660898627644
UAV_0083,6.0,3.2198025670595882,9.219802567059588
UAV_0083,2.0,-6.287137799491944,-4.287137799491944
UAV_0083,12.0,1.6957494562108764,13.695749456210876
UAV_0083,32.0,-36.500688546069895,-4.500688546069881
UAV_0084,18.0,-10.142448212683817,7.857551787316169
UAV_0084,16.0,-19.693933805331653,-3.6939338053316533
UAV_0084,24.0,-26.0593249267854,-2.0593249267853935
UAV_0084,48.0,-51.622075448712025,-3.6220754487120246
UAV_0085,33.0,-32.82449733975015,0.1755026602498333
UAV_0085,55.0,-53.13739734528454,1.862602654715431
UAV_0085,13.0,-13.524979838356465,-0.5249798383564439
UAV_0086,4.0,-6.630526121963271,-2.630526121963271
UAV_0086,6.0,-13.532594767574366,-7.532594767574324
UAV_0086,3.0,10.526933713110779,13.526933713110793
UAV_0086,19.0,-19.16991424404496,-0.16991424404500322
UAV_0087,18.0,-4.148015746567822,13.851984253432164
UAV_0087,2.0,-7.431820044070506,-5.43182004407052
UAV_0087,74.0,-70.55599405892059,3.4440059410794106
UAV_0088,5.0,-5.449207390882819,-0.44920739088286155
UAV_0088,27.0,-19.76747841132061,7.23252158867939
UAV_0088,33.0,-44.29412211975396,-11.294122119753922
UAV_0088,8.0,-7.807298850983095,0.19270114901689794
UAV_0089,6.0,1.4084258806419996,7.408425880641971
UAV_0089,29.0,-2.900933267030112,26.099066732969902
UAV_0089,27.0,-42.334039073882764,-15.334039073882764
UAV_0089,46.0,-41.66036333062705,4.339636669372936
UAV_0090,11.0,-10.01264314815036,0.9873568518496256
UAV_0090,28.0,-13.395099053900523,14.604900946099491
UAV_0090,65.0,-74.74668129177819,-9.746681291778202
UAV_0090,11.0,-7.9733068131321945,3.0266931868677887
UAV_0091,12.0,14.331432434262439,26.33143243426241
UAV_0091,6.0,-6.441730612739576,-0.4417306127395477
UAV_0091,56.0,-69.77584519525661,-13.775845195256636
UAV_0092,3.0,11.608179847754812,14.608179847754798
UAV_0092,6.0,-5.451836083523617,0.5481639164763692
UAV_0092,64.0,-62.77838724936849,1.2216127506315217
UAV_0092,35.0,-40.598692379838766,-5.598692379838781
UAV_0093,25.0,-19.730752594151284,5.269247405848716
UAV_0093,5.0,-2.337790149131024,2.662209850868976
UAV_0093,13.0,-26.37575151561878,-13.375751515618788
UAV_0093,61.0,-58.42794932048246,2.572050679517531
UAV_0094,18.0,-9.39319381618543,8.60680618381457
UAV_0094,24.0,-11.337405938470269,12.662594061529717
UAV_0095,9.0,2.6793955689232405,11.679395568923212
UAV_0095,53.0,-42.86714625352177,10.132853746478247
UAV_0095,3.0,2.3057886889371986,5.305788688937184
UAV_0096,14.0,-4.47650294281928,9.523497057180748
UAV_0096,24.0,-22.579163498621767,1.4208365013782327
UAV_0097,16.0,-12.654386875707118,3.3456131242928677
UAV_0097,6.0,-4.177839868189764,1.8221601318102216
UAV_0097,14.0,-1.2652591077717403,12.734740892228274
UAV_0097,38.0,-51.7131846797673,-13.713184679767323
UAV_0098,11.0,-2.515563234565704,8.484436765434339
UAV_0098,8.0,-11.981046101184234,-3.9810461011842335
UAV_0098,68.0,-66.88167312123548,1.118326878764492
UAV_0099,3.0,-2.7446819355277654,0.2553180644722204
UAV_0099,24.0,-3.9634091841274994,20.0365908158725
UAV_0099,5.0,-4.896084055801907,0.1039159441980928
UAV_0099,6.0,-5.587899879473213,0.41210012052681577
UAV_0100,6.0,-7.871338848385562,-1.8713388483855624
UAV_0100,21.0,2.0209986977489933,23.020998697749008
UAV_0100,41.0,-44.19149193817195,-3.191491938171964
